     6      359     itext   idata											
																								
Haensel & Zdunik (2008) EOS: Fe compression, with pycnonuclear allowed																								
																								
   rho             P		    n         A_cell   A_ion       Z				
 (g/cm3)		(dynes/cm2)     (#/fm3)																

1.3093657E+14  4.0633317E+32  7.7417443E-02   1233.6341       77.610292       40.000000    
1.2502437E+14  3.7846132E+32  7.3934888E-02   1237.3552       133.19822       40.000000    
1.1911435E+14  3.5343923E+32  7.0452333E-02   1238.5644       168.56746       40.000000    
1.1320639E+14  3.2951793E+32  6.6969778E-02   1237.3169       190.75938       40.000000    
1.0730039E+14  3.0605601E+32  6.3487222E-02   1233.6667       204.92480       40.000000    
1.0139627E+14  2.8304497E+32  6.0004667E-02   1227.6660       214.14075       40.000000    
9.5493944E+13  2.6068919E+32  5.6522111E-02   1219.3641       220.20988       40.000000    
8.9593359E+13  2.3918584E+32  5.3039556E-02   1208.8067       224.18868       40.000000    
8.36260E+13	2.16100E+32	4.95570E-02	448	83.53	15
8.21350E+13	2.11180E+32	4.86760E-02	448	83.97	15
8.06570E+13	2.06370E+32	4.78020E-02	448	84.37	15
7.91940E+13	2.01680E+32	4.69380E-02	448	84.73	15
7.77470E+13	1.97080E+32	4.60820E-02	448	85.07	15
7.63160E+13	1.92600E+32	4.52360E-02	448	85.38	15
7.49010E+13	1.88210E+32	4.44000E-02	448	85.66	15
7.35040E+13	1.83930E+32	4.35740E-02	448	85.91	15
7.26380E+13	1.82560E+32	4.30620E-02	448	91.15	16
7.17150E+13	1.79740E+32	4.25160E-02	448	91.31	16
7.03610E+13	1.75650E+32	4.17150E-02	448	91.51	16
6.90250E+13	1.71650E+32	4.09250E-02	448	91.67	16
6.77090E+13	1.67750E+32	4.01480E-02	448	91.82	16
6.64130E+13	1.63930E+32	3.93810E-02	448	91.93	16
6.51380E+13	1.60200E+32	3.86270E-02	448	92.02	16
6.38840E+13	1.56550E+32	3.78850E-02	448	92.09	16
6.26500E+13	1.52990E+32	3.71560E-02	448	92.14	16
6.14380E+13	1.49500E+32	3.64380E-02	448	92.17	16
6.02450E+13	1.46100E+32	3.57330E-02	448	92.17	16
5.90760E+13	1.42780E+32	3.50410E-02	448	92.17	16
5.79160E+13	1.39530E+32	3.43550E-02	448	92.02	16
5.67930E+13	1.36350E+32	3.36900E-02	448	92.04	16
5.56800E+13	1.33250E+32	3.30320E-02	448	91.91	16
5.45950E+13	1.30210E+32	3.23900E-02	448	91.85	16
5.35340E+13	1.27250E+32	3.17620E-02	448	91.8	16
5.24870E+13	1.24350E+32	3.11420E-02	448	91.67	16
5.14610E+13	1.21520E+32	3.05360E-02	448	91.53	16
5.04560E+13	1.18760E+32	2.99400E-02	448	91.38	16
4.94700E+13	1.16050E+32	2.93570E-02	448	91.22	16
4.85050E+13	1.13410E+32	2.87850E-02	448	91.04	16
4.75590E+13	1.10830E+32	2.82250E-02	448	90.85	16
4.66320E+13	1.08310E+32	2.76770E-02	448	90.65	16
4.57240E+13	1.05840E+32	2.71390E-02	448	90.45	16
4.48340E+13	1.03430E+32	2.66130E-02	448	90.23	16
4.39640E+13	1.01080E+32	2.60970E-02	448	90	16
4.31110E+13	9.87760E+31	2.55920E-02	448	89.77	16
4.22760E+13	9.65280E+31	2.50980E-02	448	89.53	16
4.14580E+13	9.43310E+31	2.46130E-02	448	89.28	16
4.06580E+13	9.21830E+31	2.41390E-02	448	89.03	16
3.98740E+13	9.00850E+31	2.36750E-02	448	88.77	16
3.91080E+13	8.80350E+31	2.32210E-02	448	88.52	16
3.83540E+13	8.60310E+31	2.27750E-02	448	88.21	16
3.76150E+13	8.40720E+31	2.23370E-02	448	87.87	16
3.68990E+13	8.21590E+31	2.19130E-02	448	87.65	16
3.61970E+13	8.02880E+31	2.14970E-02	448	87.39	16
3.55030E+13	7.84610E+31	2.10860E-02	448	87.04	16
3.48290E+13	7.66750E+31	2.06870E-02	448	86.76	16
3.41700E+13	7.49300E+31	2.02960E-02	448	86.5	16
3.35290E+13	7.32240E+31	1.99160E-02	448	86.28	16
3.28960E+13	7.15570E+31	1.95410E-02	448	85.99	16
3.22760E+13	6.99280E+31	1.91740E-02	448	85.7	16
3.16700E+13	6.83370E+31	1.88150E-02	448	85.42	16
3.10770E+13	6.67810E+31	1.84630E-02	448	85.12	16
3.04960E+13	6.52610E+31	1.81190E-02	448	84.84	16
2.99280E+13	6.37750E+31	1.77820E-02	448	84.54	16
2.93710E+13	6.23240E+31	1.74520E-02	448	84.25	16
2.88260E+13	6.09050E+31	1.71290E-02	448	83.96	16
2.82920E+13	5.95190E+31	1.68120E-02	448	83.67	16
2.77700E+13	5.81640E+31	1.65030E-02	448	83.38	16
2.72580E+13	5.68400E+31	1.61990E-02	448	83.1	16
2.67580E+13	5.55460E+31	1.59020E-02	448	82.81	16
2.62670E+13	5.42820E+31	1.56110E-02	448	82.52	16
2.57870E+13	5.30460E+31	1.53270E-02	448	82.24	16
2.53160E+13	5.18390E+31	1.50480E-02	448	81.96	16
2.48560E+13	5.06590E+31	1.47740E-02	448	81.67	16
2.44040E+13	4.95050E+31	1.45070E-02	448	81.4	16
2.39620E+13	4.83790E+31	1.42450E-02	448	81.12	16
2.35300E+13	4.72770E+31	1.39880E-02	448	80.85	16
2.31050E+13	4.62010E+31	1.37360E-02	448	80.57	16
2.26900E+13	4.51500E+31	1.34900E-02	448	80.3	16
2.22830E+13	4.41220E+31	1.32480E-02	448	80.02	16
2.18840E+13	4.31170E+31	1.30120E-02	448	79.76	16
2.14930E+13	4.21360E+31	1.27800E-02	448	79.49	16
2.11100E+13	4.11770E+31	1.25530E-02	448	79.22	16
2.07350E+13	4.02400E+31	1.23300E-02	448	78.96	16
2.03670E+13	3.93240E+31	1.21120E-02	448	78.71	16
2.00060E+13	3.84280E+31	1.18980E-02	448	78.44	16
1.96530E+13	3.75540E+31	1.16880E-02	448	78.19	16
1.93070E+13	3.66990E+31	1.14820E-02	448	77.94	16
1.89670E+13	3.58640E+31	1.12810E-02	448	77.69	16
1.86350E+13	3.50470E+31	1.10840E-02	448	77.44	16
1.83080E+13	3.42490E+31	1.08900E-02	448	77.19	16
1.79890E+13	3.34700E+31	1.07000E-02	448	76.94	16
1.76750E+13	3.27080E+31	1.05140E-02	448	76.7	16
1.64930E+13	3.19630E+31	9.81110E-03	224	64.55	14
1.64040E+13	3.17380E+31	9.75860E-03	224	64.5	14
1.61200E+13	3.10150E+31	9.59000E-03	224	64.32	14
1.58420E+13	3.03090E+31	9.42450E-03	224	64.15	14
1.55680E+13	2.96190E+31	9.26210E-03	224	63.99	14
1.53000E+13	2.89450E+31	9.10270E-03	224	63.82	14
1.50360E+13	2.82860E+31	8.94620E-03	224	63.65	14
1.47780E+13	2.76420E+31	8.79270E-03	224	63.49	14
1.45240E+13	2.70130E+31	8.64200E-03	224	63.32	14
1.42750E+13	2.63980E+31	8.49410E-03	224	63.17	14
1.40300E+13	2.57970E+31	8.34890E-03	224	63	14
1.37900E+13	2.52100E+31	8.20640E-03	224	62.84	14
1.35550E+13	2.46360E+31	8.06650E-03	224	62.69	14
1.33230E+13	2.40760E+31	7.92910E-03	224	62.53	14
1.30960E+13	2.35280E+31	7.79430E-03	224	62.37	14
1.28740E+13	2.29920E+31	7.66190E-03	224	62.22	14
1.26550E+13	2.24690E+31	7.53200E-03	224	62.07	14
1.24400E+13	2.19570E+31	7.40440E-03	224	61.92	14
1.22290E+13	2.14570E+31	7.27910E-03	224	61.77	14
1.20220E+13	2.09690E+31	7.15610E-03	224	61.62	14
1.18190E+13	2.04920E+31	7.03530E-03	224	61.48	14
1.16190E+13	2.00250E+31	6.91670E-03	224	61.33	14
1.14230E+13	1.95690E+31	6.80020E-03	224	61.19	14
1.12310E+13	1.91240E+31	6.68590E-03	224	61.04	14
1.10420E+13	1.86890E+31	6.57350E-03	224	60.9	14
1.08560E+13	1.82630E+31	6.46320E-03	224	60.77	14
1.06740E+13	1.78470E+31	6.35490E-03	224	60.63	14
1.04950E+13	1.74410E+31	6.24850E-03	224	60.48	14
1.03190E+13	1.70440E+31	6.14400E-03	224	60.35	14
1.01460E+13	1.66560E+31	6.04140E-03	224	60.22	14
9.97650E+12	1.62770E+31	5.94060E-03	224	60.09	14
9.81000E+12	1.59070E+31	5.84150E-03	224	59.95	14
9.64630E+12	1.55440E+31	5.74430E-03	224	59.82	14
9.48560E+12	1.51910E+31	5.64870E-03	224	59.7	14
9.32770E+12	1.48450E+31	5.55480E-03	224	59.57	14
9.17260E+12	1.45070E+31	5.46260E-03	224	59.44	14
9.02020E+12	1.41770E+31	5.37210E-03	224	59.31	14
8.87050E+12	1.38540E+31	5.28310E-03	224	59.19	14
8.72350E+12	1.35390E+31	5.19560E-03	224	59.07	14
8.57900E+12	1.32300E+31	5.10970E-03	224	58.95	14
8.43700E+12	1.29290E+31	5.02530E-03	224	58.82	14
8.29760E+12	1.26350E+31	4.94240E-03	224	58.71	14
8.16060E+12	1.23470E+31	4.86090E-03	224	58.59	14
8.02590E+12	1.20660E+31	4.78080E-03	224	58.47	14
7.89360E+12	1.17920E+31	4.70220E-03	224	58.35	14
7.76360E+12	1.15230E+31	4.62480E-03	224	58.24	14
7.63590E+12	1.12610E+31	4.54890E-03	224	58.13	14
7.51030E+12	1.10050E+31	4.47420E-03	224	58.01	14
7.38700E+12	1.07540E+31	4.40080E-03	224	57.9	14
7.26580E+12	1.05090E+31	4.32870E-03	224	57.79	14
7.14670E+12	1.02700E+31	4.25790E-03	224	57.68	14
7.02960E+12	1.00360E+31	4.18820E-03	224	57.57	14
6.91450E+12	9.80790E+30	4.11980E-03	224	57.47	14
6.80140E+12	9.58460E+30	4.05250E-03	224	57.37	14
6.69030E+12	9.36650E+30	3.98640E-03	224	57.26	14
6.58100E+12	9.15330E+30	3.92140E-03	224	57.15	14
6.47370E+12	8.94490E+30	3.85750E-03	224	57.05	14
6.36810E+12	8.74130E+30	3.79470E-03	224	56.95	14
6.16290E+12	8.69280E+30	3.67260E-03	224	64.16	16
6.08630E+12	8.54230E+30	3.62700E-03	224	64.08	16
5.98670E+12	8.34790E+30	3.56780E-03	224	63.98	16
5.88880E+12	8.15790E+30	3.50950E-03	224	63.87	16
5.79260E+12	7.97220E+30	3.45220E-03	224	63.77	16
5.69790E+12	7.79070E+30	3.39590E-03	224	63.67	16
5.60490E+12	7.61340E+30	3.34060E-03	224	63.56	16
5.51350E+12	7.44010E+30	3.28620E-03	224	63.46	16
5.42360E+12	7.27070E+30	3.23270E-03	224	63.36	16
5.33530E+12	7.10520E+30	3.18010E-03	224	63.26	16
5.24840E+12	6.94350E+30	3.12840E-03	224	63.16	16
5.16300E+12	6.78540E+30	3.07750E-03	224	63.06	16
5.07900E+12	6.63100E+30	3.02760E-03	224	62.96	16
4.99650E+12	6.48000E+30	2.97840E-03	224	62.87	16
4.91530E+12	6.33250E+30	2.93010E-03	224	62.77	16
4.83550E+12	6.18840E+30	2.88260E-03	224	62.68	16
4.75710E+12	6.04750E+30	2.83590E-03	224	62.59	16
4.67990E+12	5.90980E+30	2.79000E-03	224	62.5	16
3.73030E+12	5.77530E+30	2.22380E-03	112	52.53	14
3.70890E+12	5.73000E+30	2.21100E-03	112	52.51	14
3.64680E+12	5.59950E+30	2.17410E-03	112	52.44	14
3.58580E+12	5.47210E+30	2.13780E-03	112	52.39	14
3.52590E+12	5.34750E+30	2.10210E-03	112	52.34	14
3.46700E+12	5.22580E+30	2.06710E-03	112	52.28	14
3.40900E+12	5.10680E+30	2.03260E-03	112	52.23	14
3.35210E+12	4.99060E+30	1.99870E-03	112	52.18	14
3.29610E+12	4.87700E+30	1.96540E-03	112	52.12	14
3.24110E+12	4.76600E+30	1.93260E-03	112	52.06	14
3.18700E+12	4.65750E+30	1.90040E-03	112	52.01	14
3.13380E+12	4.55150E+30	1.86870E-03	112	51.96	14
3.08150E+12	4.44790E+30	1.83760E-03	112	51.91	14
3.03010E+12	4.34660E+30	1.80700E-03	112	51.86	14
2.97950E+12	4.24770E+30	1.77690E-03	112	51.81	14
2.92980E+12	4.15100E+30	1.74730E-03	112	51.76	14
2.88100E+12	4.05650E+30	1.71820E-03	112	51.71	14
2.83290E+12	3.96420E+30	1.68960E-03	112	51.66	14
2.78570E+12	3.87390E+30	1.66140E-03	112	51.62	14
2.73930E+12	3.78570E+30	1.63380E-03	112	51.56	14
2.69360E+12	3.69960E+30	1.60660E-03	112	51.51	14
2.64870E+12	3.61540E+30	1.57990E-03	112	51.47	14
2.60460E+12	3.53310E+30	1.55360E-03	112	51.42	14
2.56120E+12	3.45260E+30	1.52780E-03	112	51.37	14
2.51860E+12	3.37400E+30	1.50240E-03	112	51.33	14
2.47670E+12	3.29720E+30	1.47740E-03	112	51.28	14
2.43540E+12	3.22220E+30	1.45280E-03	112	51.24	14
2.39490E+12	3.14880E+30	1.42870E-03	112	51.2	14
2.35500E+12	3.07720E+30	1.40490E-03	112	51.15	14
2.31580E+12	3.00710E+30	1.38160E-03	112	51.1	14
2.27730E+12	2.93870E+30	1.35860E-03	112	51.06	14
2.23940E+12	2.87180E+30	1.33610E-03	112	51.02	14
2.20220E+12	2.80640E+30	1.31390E-03	112	50.97	14
2.16560E+12	2.74250E+30	1.29210E-03	112	50.93	14
2.12950E+12	2.68010E+30	1.27060E-03	112	50.89	14
2.09410E+12	2.61910E+30	1.24950E-03	112	50.85	14
2.05930E+12	2.55950E+30	1.22880E-03	112	50.81	14
1.21760E+12	2.54200E+30	7.26500E-04	56	47.86	14
1.20290E+12	2.50120E+30	7.17750E-04	56	47.86	14
1.18230E+12	2.44430E+30	7.05480E-04	56	47.85	14
1.16200E+12	2.38860E+30	6.93420E-04	56	47.84	14
1.14210E+12	2.33430E+30	6.81560E-04	56	47.82	14
1.12250E+12	2.28110E+30	6.69910E-04	56	47.81	14
1.10330E+12	2.22920E+30	6.58460E-04	56	47.8	14
1.08440E+12	2.17850E+30	6.47200E-04	56	47.79	14
1.06580E+12	2.12890E+30	6.36140E-04	56	47.78	14
1.04760E+12	2.08040E+30	6.25260E-04	56	47.76	14
1.02960E+12	2.03310E+30	6.14580E-04	56	47.76	14
1.01200E+12	1.98680E+30	6.04070E-04	56	47.75	14
9.94660E+11	1.94160E+30	5.93740E-04	56	47.74	14
9.77620E+11	1.89740E+30	5.83590E-04	56	47.73	14
9.60870E+11	1.85420E+30	5.73620E-04	56	47.72	14
9.44410E+11	1.81200E+30	5.63810E-04	56	47.71	14
9.28240E+11	1.77070E+30	5.54180E-04	56	47.69	14
9.12340E+11	1.73040E+30	5.44700E-04	56	47.69	14
8.96710E+11	1.69100E+30	5.35390E-04	56	47.68	14
8.81350E+11	1.65250E+30	5.26240E-04	56	47.67	14
8.66260E+11	1.61490E+30	5.17250E-04	56	47.66	14
8.51420E+11	1.57820E+30	5.08400E-04	56	47.65	14
8.36840E+11	1.54220E+30	4.99710E-04	56	47.64	14
8.22510E+11	1.50710E+30	4.91170E-04	56	47.63	14
8.08420E+11	1.47280E+30	4.82780E-04	56	47.63	14
7.94570E+11	1.43930E+30	4.74520E-04	56	47.62	14
7.80970E+11	1.40650E+30	4.66410E-04	56	47.61	14
7.67590E+11	1.37450E+30	4.58440E-04	56	47.6	14
7.54450E+11	1.34320E+30	4.50610E-04	56	47.59	14
7.41530E+11	1.31270E+30	4.42900E-04	56	47.58	14
7.28830E+11	1.28280E+30	4.35330E-04	56	47.57	14
7.16350E+11	1.25360E+30	4.27890E-04	56	47.56	14
7.04080E+11	1.22500E+30	4.20580E-04	56	47.56	14
6.92020E+11	1.19720E+30	4.13390E-04	56	47.55	14
6.04230E+11	1.18370E+30	3.61030E-04	56	53.5	16
5.98910E+11	1.16990E+30	3.57860E-04	56	53.5	16
5.88640E+11	1.14330E+30	3.51730E-04	56	53.5	16
5.78540E+11	1.11730E+30	3.45710E-04	56	53.49	16
5.68620E+11	1.09180E+30	3.39790E-04	56	53.49	16
5.58870E+11	1.06700E+30	3.33980E-04	56	53.49	16
5.49280E+11	1.04270E+30	3.28260E-04	56	53.48	16
5.39860E+11	1.01890E+30	3.22640E-04	56	53.48	16
5.30610E+11	9.95750E+29	3.17120E-04	56	53.48	16
5.21510E+11	9.73090E+29	3.11690E-04	56	53.48	16
5.12560E+11	9.50940E+29	3.06360E-04	56	53.48	16
4.78620E+11	9.40230E+29	2.86120E-04	56	55.73	17
4.74430E+11	9.29290E+29	2.83620E-04	56	55.73	17
4.66290E+11	9.08140E+29	2.78760E-04	56	55.73	17
4.58300E+11	8.87470E+29	2.73990E-04	56	55.73	17
4.50430E+11	8.67260E+29	2.69300E-04	56	55.74	17
4.42710E+11	8.47520E+29	2.64690E-04	56	55.74	17
4.41306E+11	8.46779E+29	2.63957E-04	56	56	18 
4.01720E+11	7.72950E+29	2.40290E-04	56	56	18
3.35900E+11	6.13980E+29	2.00980E-04	56	56	18
2.82540E+11	4.87700E+29	1.69110E-04	56	56	18
2.37660E+11	3.87390E+29	1.42300E-04	56	56	18
2.17400E+11	3.44060E+29	1.30190E-04	56	56	18
1.95990E+11	3.44060E+29	1.17390E-04	56	56	20
1.86570E+11	3.22220E+29	1.11750E-04	56	56	20
1.56940E+11	2.55950E+29	9.40340E-05	56	56	20
1.32010E+11	2.03310E+29	7.91250E-05	56	56	20
1.11050E+11	1.61490E+29	6.65800E-05	56	56	20
9.34200E+10	1.28280E+29	5.60250E-05	56	56	20
7.85900E+10	1.01890E+29	4.71430E-05	56	56	20
