     6      734     itext   idata											
																								
Haensel & Zdunik (2008) EOS: Fe compression, with pycnonuclear allowed																								
																								
   rho             P		    n         A_cell   A_ion       Z				
 (g/cm3)		(dynes/cm2)     (#/fm3)																

   1.21420e+10   9.57260e+27   7.30000e-06      56      56      22
   1.21410e+10   9.57130e+27   7.29930e-06      56      56      22
   1.09580e+10   9.35470e+27   6.58830e-06      56      56      24
   1.07700e+10   9.14180e+27   6.47570e-06      56      56      24
   1.05860e+10   8.93370e+27   6.36500e-06      56      56      24
   1.04050e+10   8.73030e+27   6.25630e-06      56      56      24
   1.02270e+10   8.53160e+27   6.14940e-06      56      56      24
   1.00520e+10   8.33740e+27   6.04430e-06      56      56      24
   9.88000e+09   8.14760e+27   5.94100e-06      56      56      24
   9.71100e+09   7.96210e+27   5.83950e-06      56      56      24
   9.54490e+09   7.78090e+27   5.73970e-06      56      56      24
   9.38170e+09   7.60380e+27   5.64160e-06      56      56      24
   9.22120e+09   7.43070e+27   5.54520e-06      56      56      24
   9.06350e+09   7.26160e+27   5.45040e-06      56      56      24
   8.90850e+09   7.09630e+27   5.35730e-06      56      56      24
   8.75620e+09   6.93470e+27   5.26580e-06      56      56      24
   8.60650e+09   6.77690e+27   5.17580e-06      56      56      24
   8.45930e+09   6.62260e+27   5.08740e-06      56      56      24
   8.31460e+09   6.47190e+27   5.00050e-06      56      56      24
   8.17250e+09   6.32460e+27   4.91500e-06      56      56      24
   8.03270e+09   6.18060e+27   4.83110e-06      56      56      24
   7.89540e+09   6.03990e+27   4.74850e-06      56      56      24
   7.76040e+09   5.90240e+27   4.66740e-06      56      56      24
   7.62770e+09   5.76810e+27   4.58770e-06      56      56      24
   7.49730e+09   5.63680e+27   4.50930e-06      56      56      24
   7.36910e+09   5.50850e+27   4.43230e-06      56      56      24
   7.24310e+09   5.38310e+27   4.35660e-06      56      56      24
   7.11930e+09   5.26050e+27   4.28220e-06      56      56      24
   6.99760e+09   5.14080e+27   4.20900e-06      56      56      24
   6.87800e+09   5.02380e+27   4.13710e-06      56      56      24
   6.76040e+09   4.90940e+27   4.06650e-06      56      56      24
   6.64490e+09   4.79770e+27   3.99700e-06      56      56      24
   6.53130e+09   4.68850e+27   3.92870e-06      56      56      24
   6.41970e+09   4.58170e+27   3.86160e-06      56      56      24
   6.30990e+09   4.47740e+27   3.79570e-06      56      56      24
   6.20210e+09   4.37550e+27   3.73090e-06      56      56      24
   6.09610e+09   4.27590e+27   3.66720e-06      56      56      24
   5.99190e+09   4.17860e+27   3.60450e-06      56      56      24
   5.88950e+09   4.08350e+27   3.54300e-06      56      56      24
   5.78890e+09   3.99050e+27   3.48250e-06      56      56      24
   5.69000e+09   3.89970e+27   3.42300e-06      56      56      24
   5.59270e+09   3.81090e+27   3.36460e-06      56      56      24
   5.49720e+09   3.72420e+27   3.30710e-06      56      56      24
   5.40320e+09   3.63940e+27   3.25070e-06      56      56      24
   5.31090e+09   3.55660e+27   3.19520e-06      56      56      24
   5.22020e+09   3.47560e+27   3.14060e-06      56      56      24
   5.13100e+09   3.39650e+27   3.08700e-06      56      56      24
   5.04330e+09   3.31920e+27   3.03430e-06      56      56      24
   4.95720e+09   3.24360e+27   2.98250e-06      56      56      24
   4.87250e+09   3.16980e+27   2.93160e-06      56      56      24
   4.78930e+09   3.09760e+27   2.88160e-06      56      56      24
   4.70750e+09   3.02710e+27   2.83240e-06      56      56      24
   4.62710e+09   2.95820e+27   2.78400e-06      56      56      24
   4.54800e+09   2.89090e+27   2.73650e-06      56      56      24
   4.47040e+09   2.82510e+27   2.68980e-06      56      56      24
   4.39400e+09   2.76080e+27   2.64390e-06      56      56      24
   4.31900e+09   2.69790e+27   2.59880e-06      56      56      24
   4.24520e+09   2.63650e+27   2.55440e-06      56      56      24
   4.17270e+09   2.57650e+27   2.51080e-06      56      56      24
   4.10150e+09   2.51790e+27   2.46800e-06      56      56      24
   4.03140e+09   2.46050e+27   2.42590e-06      56      56      24
   3.96260e+09   2.40450e+27   2.38450e-06      56      56      24
   3.89490e+09   2.34980e+27   2.34380e-06      56      56      24
   3.82840e+09   2.29630e+27   2.30380e-06      56      56      24
   3.76310e+09   2.24400e+27   2.26450e-06      56      56      24
   3.69880e+09   2.19300e+27   2.22590e-06      56      56      24
   3.63570e+09   2.14300e+27   2.18790e-06      56      56      24
   3.57360e+09   2.09430e+27   2.15060e-06      56      56      24
   3.51260e+09   2.04660e+27   2.11390e-06      56      56      24
   3.45270e+09   2.00000e+27   2.07780e-06      56      56      24
   3.39370e+09   1.95450e+27   2.04240e-06      56      56      24
   3.33580e+09   1.91000e+27   2.00750e-06      56      56      24
   3.27890e+09   1.86650e+27   1.97330e-06      56      56      24
   3.22290e+09   1.82400e+27   1.93970e-06      56      56      24
   3.16790e+09   1.78250e+27   1.90660e-06      56      56      24
   3.11390e+09   1.74190e+27   1.87410e-06      56      56      24
   3.06070e+09   1.70230e+27   1.84210e-06      56      56      24
   3.00850e+09   1.66350e+27   1.81070e-06      56      56      24
   2.95720e+09   1.62570e+27   1.77980e-06      56      56      24
   2.90670e+09   1.58870e+27   1.74950e-06      56      56      24
   2.85720e+09   1.55250e+27   1.71960e-06      56      56      24
   2.80840e+09   1.51720e+27   1.69030e-06      56      56      24
   2.76050e+09   1.48260e+27   1.66150e-06      56      56      24
   2.71340e+09   1.44890e+27   1.63320e-06      56      56      24
   2.66710e+09   1.41590e+27   1.60530e-06      56      56      24
   2.62170e+09   1.38370e+27   1.57800e-06      56      56      24
   2.57690e+09   1.35220e+27   1.55110e-06      56      56      24
   2.53300e+09   1.32140e+27   1.52460e-06      56      56      24
   2.48980e+09   1.29130e+27   1.49870e-06      56      56      24
   2.44730e+09   1.26190e+27   1.47310e-06      56      56      24
   2.40560e+09   1.23320e+27   1.44800e-06      56      56      24
   2.36460e+09   1.20510e+27   1.42330e-06      56      56      24
   2.32430e+09   1.17770e+27   1.39910e-06      56      56      24
   2.28470e+09   1.15090e+27   1.37530e-06      56      56      24
   2.24570e+09   1.12470e+27   1.35180e-06      56      56      24
   2.20740e+09   1.09910e+27   1.32880e-06      56      56      24
   2.16980e+09   1.07410e+27   1.30620e-06      56      56      24
   2.13280e+09   1.04960e+27   1.28390e-06      56      56      24
   2.09650e+09   1.02570e+27   1.26200e-06      56      56      24
   2.06070e+09   1.00240e+27   1.24050e-06      56      56      24
   2.02560e+09   9.79560e+26   1.21940e-06      56      56      24
   1.99110e+09   9.57260e+26   1.19860e-06      56      56      24
   1.95720e+09   9.35470e+26   1.17820e-06      56      56      24
   1.92380e+09   9.14180e+26   1.15820e-06      56      56      24
   1.89110e+09   8.93370e+26   1.13840e-06      56      56      24
   1.85880e+09   8.73030e+26   1.11910e-06      56      56      24
   1.82720e+09   8.53160e+26   1.10000e-06      56      56      24
   1.79600e+09   8.33740e+26   1.08130e-06      56      56      24
   1.76550e+09   8.14760e+26   1.06290e-06      56      56      24
   1.73540e+09   7.96210e+26   1.04480e-06      56      56      24
   1.70580e+09   7.78090e+26   1.02700e-06      56      56      24
   1.67680e+09   7.60380e+26   1.00950e-06      56      56      24
   1.64820e+09   7.43070e+26   9.92320e-07      56      56      24
   1.62020e+09   7.26160e+26   9.75440e-07      56      56      24
   1.59260e+09   7.09630e+26   9.58840e-07      56      56      24
   1.56550e+09   6.93470e+26   9.42520e-07      56      56      24
   1.53880e+09   6.77690e+26   9.26480e-07      56      56      24
   1.51260e+09   6.62260e+26   9.10720e-07      56      56      24
   1.49360e+09   6.51130e+26   8.99280e-07      56      56      24
   1.37470e+09   6.47190e+26   8.27710e-07      56      56      26
   1.35130e+09   6.32460e+26   8.13630e-07      56      56      26
   1.32830e+09   6.18060e+26   7.99790e-07      56      56      26
   1.30570e+09   6.03990e+26   7.86190e-07      56      56      26
   1.28350e+09   5.90240e+26   7.72820e-07      56      56      26
   1.26170e+09   5.76810e+26   7.59670e-07      56      56      26
   1.24020e+09   5.63680e+26   7.46750e-07      56      56      26
   1.21910e+09   5.50850e+26   7.34060e-07      56      56      26
   1.19840e+09   5.38310e+26   7.21570e-07      56      56      26
   1.17800e+09   5.26050e+26   7.09310e-07      56      56      26
   1.15800e+09   5.14080e+26   6.97250e-07      56      56      26
   1.13830e+09   5.02380e+26   6.85390e-07      56      56      26
   1.11890e+09   4.90940e+26   6.73740e-07      56      56      26
   1.09990e+09   4.79770e+26   6.62290e-07      56      56      26
   1.08120e+09   4.68850e+26   6.51040e-07      56      56      26
   1.06280e+09   4.58170e+26   6.39970e-07      56      56      26
   1.04470e+09   4.47740e+26   6.29100e-07      56      56      26
   1.02700e+09   4.37550e+26   6.18410e-07      56      56      26
   1.00950e+09   4.27590e+26   6.07900e-07      56      56      26
   9.92340e+08   4.17860e+26   5.97570e-07      56      56      26
   9.75480e+08   4.08350e+26   5.87420e-07      56      56      26
   9.58900e+08   3.99050e+26   5.77440e-07      56      56      26
   9.42610e+08   3.89970e+26   5.67640e-07      56      56      26
   9.26590e+08   3.81090e+26   5.58000e-07      56      56      26
   9.10850e+08   3.72420e+26   5.48520e-07      56      56      26
   8.95380e+08   3.63940e+26   5.39210e-07      56      56      26
   8.80170e+08   3.55660e+26   5.30050e-07      56      56      26
   8.65220e+08   3.47560e+26   5.21050e-07      56      56      26
   8.50520e+08   3.39650e+26   5.12210e-07      56      56      26
   8.36080e+08   3.31920e+26   5.03510e-07      56      56      26
   8.21880e+08   3.24360e+26   4.94970e-07      56      56      26
   8.07930e+08   3.16980e+26   4.86570e-07      56      56      26
   7.94210e+08   3.09760e+26   4.78310e-07      56      56      26
   7.80730e+08   3.02710e+26   4.70190e-07      56      56      26
   7.67480e+08   2.95820e+26   4.62220e-07      56      56      26
   7.54460e+08   2.89090e+26   4.54380e-07      56      56      26
   7.41650e+08   2.82510e+26   4.46670e-07      56      56      26
   7.29070e+08   2.76080e+26   4.39090e-07      56      56      26
   7.16700e+08   2.69790e+26   4.31650e-07      56      56      26
   7.04540e+08   2.63650e+26   4.24330e-07      56      56      26
   6.92590e+08   2.57650e+26   4.17130e-07      56      56      26
   6.80840e+08   2.51790e+26   4.10060e-07      56      56      26
   6.69290e+08   2.46050e+26   4.03110e-07      56      56      26
   6.57940e+08   2.40450e+26   3.96270e-07      56      56      26
   6.46790e+08   2.34980e+26   3.89560e-07      56      56      26
   6.35820e+08   2.29630e+26   3.82960e-07      56      56      26
   6.25040e+08   2.24400e+26   3.76470e-07      56      56      26
   6.14450e+08   2.19300e+26   3.70090e-07      56      56      26
   6.04040e+08   2.14300e+26   3.63820e-07      56      56      26
   5.93800e+08   2.09430e+26   3.57650e-07      56      56      26
   5.83740e+08   2.04660e+26   3.51600e-07      56      56      26
   5.73850e+08   2.00000e+26   3.45640e-07      56      56      26
   5.64130e+08   1.95450e+26   3.39790e-07      56      56      26
   5.54570e+08   1.91000e+26   3.34040e-07      56      56      26
   5.45180e+08   1.86650e+26   3.28380e-07      56      56      26
   5.35950e+08   1.82400e+26   3.22820e-07      56      56      26
   5.26870e+08   1.78250e+26   3.17360e-07      56      56      26
   5.17950e+08   1.74190e+26   3.11990e-07      56      56      26
   5.09180e+08   1.70230e+26   3.06710e-07      56      56      26
   5.00560e+08   1.66350e+26   3.01520e-07      56      56      26
   4.92090e+08   1.62570e+26   2.96420e-07      56      56      26
   4.83770e+08   1.58870e+26   2.91400e-07      56      56      26
   4.75580e+08   1.55250e+26   2.86470e-07      56      56      26
   4.67530e+08   1.51720e+26   2.81630e-07      56      56      26
   4.59630e+08   1.48260e+26   2.76870e-07      56      56      26
   4.51850e+08   1.44890e+26   2.72190e-07      56      56      26
   4.44210e+08   1.41590e+26   2.67580e-07      56      56      26
   4.36700e+08   1.38370e+26   2.63060e-07      56      56      26
   4.29320e+08   1.35220e+26   2.58620e-07      56      56      26
   4.22060e+08   1.32140e+26   2.54240e-07      56      56      26
   4.14930e+08   1.29130e+26   2.49950e-07      56      56      26
   4.07910e+08   1.26190e+26   2.45730e-07      56      56      26
   4.01020e+08   1.23320e+26   2.41580e-07      56      56      26
   3.94250e+08   1.20510e+26   2.37500e-07      56      56      26
   3.87590e+08   1.17770e+26   2.33490e-07      56      56      26
   3.81040e+08   1.15090e+26   2.29540e-07      56      56      26
   3.74600e+08   1.12470e+26   2.25670e-07      56      56      26
   3.68280e+08   1.09910e+26   2.21860e-07      56      56      26
   3.62060e+08   1.07410e+26   2.18110e-07      56      56      26
   3.55950e+08   1.04960e+26   2.14430e-07      56      56      26
   3.49940e+08   1.02570e+26   2.10820e-07      56      56      26
   3.44040e+08   1.00240e+26   2.07260e-07      56      56      26
   3.38230e+08   9.79560e+25   2.03760e-07      56      56      26
   3.32530e+08   9.57260e+25   2.00330e-07      56      56      26
   3.26920e+08   9.35470e+25   1.96950e-07      56      56      26
   3.21400e+08   9.14180e+25   1.93630e-07      56      56      26
   3.15980e+08   8.93370e+25   1.90360e-07      56      56      26
   3.10660e+08   8.73030e+25   1.87160e-07      56      56      26
   3.05420e+08   8.53160e+25   1.84000e-07      56      56      26
   3.00270e+08   8.33740e+25   1.80900e-07      56      56      26
   2.95210e+08   8.14760e+25   1.77850e-07      56      56      26
   2.90240e+08   7.96210e+25   1.74860e-07      56      56      26
   2.85350e+08   7.78090e+25   1.71910e-07      56      56      26
   2.80540e+08   7.60380e+25   1.69020e-07      56      56      26
   2.75820e+08   7.43070e+25   1.66170e-07      56      56      26
   2.71180e+08   7.26160e+25   1.63380e-07      56      56      26
   2.66610e+08   7.09630e+25   1.60630e-07      56      56      26
   2.62120e+08   6.93470e+25   1.57920e-07      56      56      26
   2.57710e+08   6.77690e+25   1.55270e-07      56      56      26
   2.53380e+08   6.62260e+25   1.52660e-07      56      56      26
   2.49110e+08   6.47190e+25   1.50090e-07      56      56      26
   2.44920e+08   6.32460e+25   1.47570e-07      56      56      26
   2.40800e+08   6.18060e+25   1.45080e-07      56      56      26
   2.36760e+08   6.03990e+25   1.42650e-07      56      56      26
   2.32780e+08   5.90240e+25   1.40250e-07      56      56      26
   2.28860e+08   5.76810e+25   1.37890e-07      56      56      26
   2.25020e+08   5.63680e+25   1.35580e-07      56      56      26
   2.21240e+08   5.50850e+25   1.33300e-07      56      56      26
   2.17520e+08   5.38310e+25   1.31060e-07      56      56      26
   2.13870e+08   5.26050e+25   1.28860e-07      56      56      26
   2.10280e+08   5.14080e+25   1.26700e-07      56      56      26
   2.06750e+08   5.02380e+25   1.24570e-07      56      56      26
   2.03280e+08   4.90940e+25   1.22480e-07      56      56      26
   1.99870e+08   4.79770e+25   1.20430e-07      56      56      26
   1.96510e+08   4.68850e+25   1.18410e-07      56      56      26
   1.93220e+08   4.58170e+25   1.16420e-07      56      56      26
   1.89980e+08   4.47740e+25   1.14470e-07      56      56      26
   1.86790e+08   4.37550e+25   1.12550e-07      56      56      26
   1.83660e+08   4.27590e+25   1.10660e-07      56      56      26
   1.80580e+08   4.17860e+25   1.08810e-07      56      56      26
   1.77560e+08   4.08350e+25   1.06990e-07      56      56      26
   1.74580e+08   3.99050e+25   1.05190e-07      56      56      26
   1.71660e+08   3.89970e+25   1.03430e-07      56      56      26
   1.68780e+08   3.81090e+25   1.01700e-07      56      56      26
   1.65960e+08   3.72420e+25   9.99980e-08      56      56      26
   1.63180e+08   3.63940e+25   9.83250e-08      56      56      26
   1.60450e+08   3.55660e+25   9.66800e-08      56      56      26
   1.57760e+08   3.47560e+25   9.50630e-08      56      56      26
   1.55120e+08   3.39650e+25   9.34730e-08      56      56      26
   1.52530e+08   3.31920e+25   9.19100e-08      56      56      26
   1.49980e+08   3.24360e+25   9.03740e-08      56      56      26
   1.47470e+08   3.16980e+25   8.88630e-08      56      56      26
   1.45010e+08   3.09760e+25   8.73790e-08      56      56      26
   1.42590e+08   3.02710e+25   8.59190e-08      56      56      26
   1.40200e+08   2.95820e+25   8.44840e-08      56      56      26
   1.37860e+08   2.89090e+25   8.30740e-08      56      56      26
   1.35560e+08   2.82510e+25   8.16870e-08      56      56      26
   1.33300e+08   2.76080e+25   8.03240e-08      56      56      26
   1.31070e+08   2.69790e+25   7.89840e-08      56      56      26
   1.28890e+08   2.63650e+25   7.76660e-08      56      56      26
   1.26740e+08   2.57650e+25   7.63710e-08      56      56      26
   1.24620e+08   2.51790e+25   7.50980e-08      56      56      26
   1.22550e+08   2.46050e+25   7.38460e-08      56      56      26
   1.20500e+08   2.40450e+25   7.26150e-08      56      56      26
   1.18490e+08   2.34980e+25   7.14060e-08      56      56      26
   1.16520e+08   2.29630e+25   7.02160e-08      56      56      26
   1.14580e+08   2.24400e+25   6.90470e-08      56      56      26
   1.12670e+08   2.19300e+25   6.78980e-08      56      56      26
   1.10800e+08   2.14300e+25   6.67680e-08      56      56      26
   1.08950e+08   2.09430e+25   6.56570e-08      56      56      26
   1.07140e+08   2.04660e+25   6.45650e-08      56      56      26
8.966E+07		1.602E+25		5.404E-08		56		56		26
7.017E+07      1.141E+25      4.226E-08      56.       56.       26.
4.125E+07      5.446E+24      2.484E-08      56.       56.       26.
2.424E+07      2.576E+24      1.460E-08      56.       56.       26.
1.425E+07      1.205E+24      8.583E-09      56.       56.       26.
8.377E+06      5.561E+23      5.045E-09      56.       56.       26.
4.924E+06      2.529E+23      2.966E-09      56.       56.       26.
2.894E+06      1.132E+23      1.743E-09      56.       56.       26.
1.701E+06      4.983E+22      1.025E-09      56.       56.       26.
1.000E+06      2.159E+22      6.023E-10      56.       56.       26.
5.878E+05      9.218E+21      3.540E-10      56.       56.       26.
3.455E+05      3.882E+21      2.081E-10      56.       56.       26.
2.031E+05      1.615E+21      1.223E-10      56.       56.       26.
1.194E+05      6.639E+20      7.190E-11      56.       56.       26.
7.017E+04      2.700E+20      4.226E-11      56.       56.       26.
4.125E+04      1.086E+20      2.484E-11      56.       56.       26.
2.424E+04      4.319E+19      1.460E-11      56.       56.       26.
1.425E+04      1.693E+19      8.583E-12      56.       56.       26.
8.377E+03      6.528E+18      5.045E-12      56.       56.       26.
4.924E+03      2.460E+18      2.966E-12      56.       56.       26.
2.894E+03      8.985E+17      1.743E-12      56.       56.       26.
1.701E+03      3.127E+17      1.025E-12      56.       56.       26.
1.000E+03      1.003E+17      6.023E-13      56.       56.       26.

From file: Haensel_Zdunik_2008_Fe_1_EOS.dat  down to rho= 8.966E+07
           and
           Outer_Crust_Fe_EOS.dat at lower densities
