      6    418    279          Itext Imax Icore

	BM165 without hyperons Bednarek et al. A&A 2012

   Rho	   Press	    nbar	    Ye	    Ymu	    Yn	    Yp	    Yla	    Ysm	    Ys0	    Ysp	Yxim	Yxi0	   mstp	   mstn	   mstla	   mstsm	   msts0	   mstsp	mstxim	mstxi0
  g/cm3	 dyne/cm2	   #/fm3	  [A_cell]	   [A_ion]	    [Z]													
																		
1.4479708E+15	3.1447081E+35	7.1711208E-01	9.5299962E-02	7.0906846E-02	8.3379317E-01	1.6620681E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.6832217E-01	5.2335052E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.4303713E+15	3.0635591E+35	7.1007440E-01	9.5259453E-02	7.0717396E-02	8.3402315E-01	1.6597685E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.6831695E-01	5.2321634E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.4128243E+15	2.9838215E+35	7.0302221E-01	9.5216175E-02	7.0522660E-02	8.3426115E-01	1.6573884E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.6833553E-01	5.2310652E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.3953295E+15	2.9054922E+35	6.9595544E-01	9.5170156E-02	7.0322696E-02	8.3450712E-01	1.6549286E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.6837895E-01	5.2302200E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.3778872E+15	2.8285717E+35	6.8887438E-01	9.5121255E-02	7.0117306E-02	8.3476141E-01	1.6523857E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.6844820E-01	5.2296372E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.3604989E+15	2.7530649E+35	6.8177981E-01	9.5069323E-02	6.9906295E-02	8.3502437E-01	1.6497562E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.6854433E-01	5.2293259E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.3431678E+15	2.6789821E+35	6.7467318E-01	9.5014172E-02	6.9689423E-02	8.3529640E-01	1.6470360E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.6866843E-01	5.2292952E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.3258992E+15	2.6063406E+35	6.6755686E-01	9.4955595E-02	6.9466444E-02	8.3557794E-01	1.6442205E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.6882158E-01	5.2295536E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.3087013E+15	2.5351675E+35	6.6043453E-01	9.4893557E-02	6.9237398E-02	8.3586901E-01	1.6413096E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.6900486E-01	5.2301088E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.2915871E+15	2.4655040E+35	6.5331186E-01	9.4827937E-02	6.9002237E-02	8.3616979E-01	1.6383019E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.6921927E-01	5.2309672E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.2745768E+15	2.3974134E+35	6.4619767E-01	9.4758651E-02	6.8761034E-02	8.3648028E-01	1.6351970E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.6946568E-01	5.2321325E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.2577033E+15	2.3309985E+35	6.3910639E-01	9.4685684E-02	6.8514087E-02	8.3680020E-01	1.6319978E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.6974464E-01	5.2336050E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.2410276E+15	2.2664479E+35	6.3206449E-01	9.4609189E-02	6.8262180E-02	8.3712861E-01	1.6287137E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.7005595E-01	5.2353768E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.2247086E+15	2.2042608E+35	6.2514060E-01	9.4529859E-02	6.8007749E-02	8.3746239E-01	1.6253761E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.7039684E-01	5.2374200E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.2090231E+15	2.1452839E+35	6.1845494E-01	9.4449088E-02	6.7755321E-02	8.3779556E-01	1.6220442E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.7076025E-01	5.2396724E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.1933044E+15	2.0872729E+35	6.1172492E-01	9.4363612E-02	6.7494507E-02	8.3814184E-01	1.6185813E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.7116181E-01	5.2422067E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.1775168E+15	2.0301262E+35	6.0493493E-01	9.4272931E-02	6.7224283E-02	8.3850274E-01	1.6149723E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.7160576E-01	5.2450124E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.1616516E+15	1.9738342E+35	5.9808085E-01	9.4176650E-02	6.6944007E-02	8.3887930E-01	1.6112067E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.7209783E-01	5.2480381E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.1457000E+15	1.9183886E+35	5.9115837E-01	9.4074336E-02	6.6652987E-02	8.3927263E-01	1.6072733E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.7265327E-01	5.2510324E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.1296530E+15	1.8637823E+35	5.8416300E-01	9.3965516E-02	6.6350471E-02	8.3968397E-01	1.6031600E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.7325998E-01	5.2543318E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.1135009E+15	1.8100092E+35	5.7709004E-01	9.3849675E-02	6.6035648E-02	8.4011463E-01	1.5988533E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.7391221E-01	5.2581482E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.0972341E+15	1.7570646E+35	5.6993461E-01	9.3726251E-02	6.5707640E-02	8.4056606E-01	1.5943390E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.7461303E-01	5.2625150E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.0808426E+15	1.7049454E+35	5.6269161E-01	9.3594630E-02	6.5365495E-02	8.4103982E-01	1.5896014E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.7536576E-01	5.2674688E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.0643159E+15	1.6536499E+35	5.5535578E-01	9.3454143E-02	6.5008190E-02	8.4153760E-01	1.5846235E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.7617392E-01	5.2730469E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.0476437E+15	1.6031782E+35	5.4792171E-01	9.3304063E-02	6.4634618E-02	8.4206125E-01	1.5793870E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.7704142E-01	5.2792910E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.0308154E+15	1.5535324E+35	5.4038384E-01	9.3143598E-02	6.4243592E-02	8.4261276E-01	1.5738720E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.7797270E-01	5.2862481E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
1.0138203E+15	1.5047170E+35	5.3273657E-01	9.2971815E-02	6.3833728E-02	8.4319444E-01	1.5680555E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.7897225E-01	5.2939644E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
9.9664822E+14	1.4567390E+35	5.2497432E-01	9.2787481E-02	6.3403227E-02	8.4380921E-01	1.5619073E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.8004520E-01	5.3024922E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
9.7928922E+14	1.4096084E+35	5.1709168E-01	9.2589870E-02	6.2951043E-02	8.4445901E-01	1.5554093E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.8119715E-01	5.3118882E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
9.6173449E+14	1.3633390E+35	5.0908363E-01	9.2377660E-02	6.2475295E-02	8.4514699E-01	1.5485297E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.8243400E-01	5.3222102E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
9.4397680E+14	1.3179490E+35	5.0094581E-01	9.2149410E-02	6.1973966E-02	8.4587652E-01	1.5412340E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.8376217E-01	5.3335194E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
9.2601145E+14	1.2734620E+35	4.9267498E-01	9.1903994E-02	6.1445549E-02	8.4665038E-01	1.5334956E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.8518859E-01	5.3458805E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
9.0783769E+14	1.2299083E+35	4.8426975E-01	9.1639786E-02	6.0887873E-02	8.4747227E-01	1.5252767E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.8672030E-01	5.3593548E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
8.8946091E+14	1.1873274E+35	4.7573154E-01	9.1355242E-02	6.0298978E-02	8.4834565E-01	1.5165425E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.8836479E-01	5.3740040E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
8.7089595E+14	1.1457701E+35	4.6706629E-01	9.1049162E-02	5.9677529E-02	8.4927319E-01	1.5072671E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.9012929E-01	5.3898801E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
8.5217267E+14	1.1053042E+35	4.5828711E-01	9.0720228E-02	5.9022194E-02	8.5025752E-01	1.4974243E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.9202067E-01	5.4070204E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
8.3334548E+14	1.0660220E+35	4.4941896E-01	9.0367607E-02	5.8332604E-02	8.5129978E-01	1.4870021E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.9404384E-01	5.4254270E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
8.1451173E+14	1.0280574E+35	4.4050758E-01	8.9991441E-02	5.7610211E-02	8.5239830E-01	1.4760166E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.9620024E-01	5.4450406E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
7.9585300E+14	9.9162420E+34	4.3163959E-01	8.9594404E-02	5.6860922E-02	8.5354460E-01	1.4645534E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	3.9848274E-01	5.4656737E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
7.7776140E+14	9.5714410E+34	4.2300365E-01	8.9184829E-02	5.6100690E-02	8.5471435E-01	1.4528554E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.0085949E-01	5.4868201E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
7.6200195E+14	9.2653421E+34	4.1545011E-01	8.8807154E-02	5.5409968E-02	8.5578266E-01	1.4421716E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.0310459E-01	5.5061171E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
7.4974102E+14	9.0072193E+34	4.0955210E-01	8.8499220E-02	5.4853438E-02	8.5664711E-01	1.4335270E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.0507109E-01	5.5215246E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
7.3772615E+14	8.7575448E+34	4.0375320E-01	8.8184886E-02	5.4291030E-02	8.5752384E-01	1.4247596E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.0757541E-01	5.5362640E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
7.2598009E+14	8.5163288E+34	3.9806549E-01	8.7865090E-02	5.3724329E-02	8.5841033E-01	1.4158947E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.1012263E-01	5.5511581E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
7.1452638E+14	8.2835654E+34	3.9250148E-01	8.7540923E-02	5.3155128E-02	8.5930369E-01	1.4069610E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.1267816E-01	5.5661890E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
7.0338943E+14	8.0592342E+34	3.8707428E-01	8.7213642E-02	5.2585448E-02	8.6020065E-01	1.3979914E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.1523227E-01	5.5812803E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
6.9259481E+14	7.8433037E+34	3.8179763E-01	8.6884684E-02	5.2017561E-02	8.6109753E-01	1.3890229E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.1777449E-01	5.5963518E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
6.8216969E+14	7.6357350E+34	3.7668618E-01	8.6555691E-02	5.1454029E-02	8.6199015E-01	1.3800975E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.2029300E-01	5.6113106E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
6.7214361E+14	7.4364899E+34	3.7175587E-01	8.6228381E-02	5.0897485E-02	8.6287404E-01	1.3712588E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.2277465E-01	5.6260531E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
6.6254984E+14	7.2455420E+34	3.6702456E-01	8.5904744E-02	5.0350951E-02	8.6374401E-01	1.3625575E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.2520448E-01	5.6404609E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
6.5342770E+14	7.0628967E+34	3.6251324E-01	8.5587588E-02	4.9818782E-02	8.6459332E-01	1.3540643E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.2756484E-01	5.6543939E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
6.4482712E+14	6.8886277E+34	3.5824831E-01	8.5279970E-02	4.9305689E-02	8.6541427E-01	1.3458567E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.2983401E-01	5.6676797E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
6.3681877E+14	6.7229581E+34	3.5426664E-01	8.4985298E-02	4.8816805E-02	8.6619753E-01	1.3380218E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.3198280E-01	5.6800857E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
6.2952344E+14	6.5664968E+34	3.5063034E-01	8.4710385E-02	4.8362977E-02	8.6692643E-01	1.3307340E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.3396480E-01	5.6912431E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
6.2332548E+14	6.4220018E+34	3.4753364E-01	8.4471642E-02	4.7970532E-02	8.6755780E-01	1.3244218E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.3564786E-01	5.7001180E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
6.1813277E+14	6.2880240E+34	3.4493341E-01	8.4267724E-02	4.7636491E-02	8.6809576E-01	1.3190422E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.3704795E-01	5.7068426E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
6.1297591E+14	6.1561385E+34	3.4234557E-01	8.4061714E-02	4.7300084E-02	8.6863817E-01	1.3136180E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.3846835E-01	5.7137515E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
6.0785471E+14	6.0263326E+34	3.3977013E-01	8.3853627E-02	4.6961330E-02	8.6918501E-01	1.3081496E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.3990924E-01	5.7208548E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
6.0276898E+14	5.8985934E+34	3.3720710E-01	8.3643478E-02	4.6620251E-02	8.6973624E-01	1.3026374E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.4137086E-01	5.7281559E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
5.9771855E+14	5.7729076E+34	3.3465648E-01	8.3431285E-02	4.6276871E-02	8.7029181E-01	1.2970816E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.4285322E-01	5.7356560E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
5.9270323E+14	5.6492614E+34	3.3211828E-01	8.3217065E-02	4.5931211E-02	8.7085169E-01	1.2914828E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.4435607E-01	5.7433522E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
5.8772283E+14	5.5276408E+34	3.2959250E-01	8.3000837E-02	4.5583296E-02	8.7141583E-01	1.2858414E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.4587978E-01	5.7512505E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
5.8277716E+14	5.4080314E+34	3.2707915E-01	8.2782619E-02	4.5233151E-02	8.7198419E-01	1.2801578E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.4742379E-01	5.7593440E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
5.7786605E+14	5.2904187E+34	3.2457822E-01	8.2562431E-02	4.4880802E-02	8.7255673E-01	1.2744324E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.4898865E-01	5.7676413E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
5.7298930E+14	5.1747875E+34	3.2208973E-01	8.2340293E-02	4.4526275E-02	8.7313339E-01	1.2686658E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.5057370E-01	5.7761338E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
5.6814673E+14	5.0611227E+34	3.1961368E-01	8.2116227E-02	4.4169597E-02	8.7371414E-01	1.2628583E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.5217944E-01	5.7848301E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
5.6333815E+14	4.9494084E+34	3.1715007E-01	8.1890253E-02	4.3810796E-02	8.7429891E-01	1.2570106E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.5380531E-01	5.7937225E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
5.5856339E+14	4.8396287E+34	3.1469890E-01	8.1662394E-02	4.3449902E-02	8.7488766E-01	1.2511231E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.5545161E-01	5.8028171E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
5.5382225E+14	4.7317674E+34	3.1226018E-01	8.1432673E-02	4.3086942E-02	8.7548034E-01	1.2451962E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.5711800E-01	5.8121098E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
5.4911455E+14	4.6258079E+34	3.0983390E-01	8.1201112E-02	4.2721948E-02	8.7607690E-01	1.2392307E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.5880446E-01	5.8216013E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
5.4444011E+14	4.5217332E+34	3.0742007E-01	8.0967735E-02	4.2354949E-02	8.7667727E-01	1.2332269E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.6051101E-01	5.8312940E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
5.3979873E+14	4.4195263E+34	3.0501869E-01	8.0732564E-02	4.1985976E-02	8.7728141E-01	1.2271855E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.6223716E-01	5.8411808E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
5.3519024E+14	4.3191696E+34	3.0262976E-01	8.0495626E-02	4.1615062E-02	8.7788926E-01	1.2211070E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	4.6398340E-01	5.8512718E-01	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
