   1.49060e+09   3.69830e-02
   1.49060e+09   0.00000e+00

   1.99520e+10   4.02620e-02
   1.99520e+10   0.00000e+00

   7.33050e+10   2.35290e-02
   7.33050e+10   0.00000e+00

   2.17400e+11   8.07750e-03
   2.17400e+11   0.00000e+00

   4.35170e+11   9.43290e-07
   4.35170e+11   0.00000e+00

   6.86200e+11   4.50940e-02
   6.86200e+11   0.00000e+00

   2.04910e+12   9.08080e-01
   2.04910e+12   0.00000e+00

   4.60410e+12   3.55890e-01
   4.60410e+12   0.00000e+00

   6.34290e+12   3.52140e-03
   6.34290e+12   0.00000e+00

   1.73670e+13   9.81840e-02
   1.73670e+13   0.00000e+00

