
 EOS                                                                            

              Mstar     = 1.000E+00    Rstar     = 1.177E+06
     159  5000.10638           710022.473     3.353486633E+32 2.372023962E+29  0.00000000    
     160  5000.10657           710022.473     3.353486626E+32 2.372023944E+29  0.00000000    
     161  5000.10670           710022.473     3.353486622E+32 2.372023933E+29  0.00000000    
     162  5000.10680           710022.473     3.353486619E+32 2.372023924E+29  0.00000000    
     163  5000.10690           710022.472     3.353486615E+32 2.372024331E+29 1.846476019E+35
     164  5000.10700           710022.472     3.353486612E+32 2.372024742E+29 1.846476019E+35
     165  5000.10712           710022.472     3.353486608E+32 2.372025240E+29 1.846476019E+35
     166  5000.10726           710022.472     3.353486606E+32 2.372025843E+29 1.846476019E+35
     167  5000.10743           710022.473     3.353486630E+32 2.372026570E+29 1.846476019E+35
     168  5000.10764           710022.486     3.353486864E+32 2.372027447E+29 1.846476019E+35
     169  5000.10789           710022.567     3.353488398E+32 2.372028503E+29 1.846476019E+35
     170  5000.10819           710022.984     3.353496280E+32 2.372029776E+29 1.846476019E+35
     171  5000.10855           710024.736     3.353529384E+32 2.372031307E+29 1.846476019E+35
     172  5000.10898           710030.896     3.353645767E+32 2.372033150E+29 1.846476019E+35
     173  5000.10949           710049.381     3.353995008E+32 2.372035368E+29 1.846476019E+35
     174  5000.11011           710097.541     3.354905056E+32 2.372038035E+29 1.846476019E+35
     175  5000.11085           710208.189     3.356996600E+32 2.372041244E+29 1.846476019E+35
     176  5000.11175           710435.528     3.361296992E+32 2.372045102E+29 1.846476019E+35
     177  5000.11282           710858.588     3.369310679E+32 2.372049742E+29 1.846476019E+35
     178  5000.11410           711579.893     3.383006792E+32 2.372055322E+29 1.846476019E+35
     179  5000.11564           712718.335     3.404708429E+32 2.372062034E+29 1.846476019E+35
     180  5000.11749           714397.122     3.436900700E+32 2.372070111E+29 1.846476019E+35
     181  5000.11971           716729.228     3.481999148E+32 2.372079834E+29 1.846476019E+35
     182  5000.12237           719803.539     3.542126843E+32 2.372091543E+29 1.846476019E+35
     183  5000.12557           723674.490     3.618938929E+32 2.372105652E+29 1.846476019E+35
     184  5000.12940           728357.006     3.713516917E+32 2.372122661E+29 1.846476019E+35
     185  5000.13400           733827.305     3.826340976E+32 2.372143174E+29 1.846476019E+35
     186  5000.13952           740029.134     3.957340961E+32 2.372167927E+29 1.846476019E+35
     187  5000.14615           746884.239     4.106023002E+32 2.372197816E+29 1.846476019E+35
     188  5000.15410           754305.298     4.271661522E+32 2.372233943E+29 1.846476019E+35
     189  5000.16363           762209.055     4.453532395E+32 2.372277678E+29 1.846476019E+35
     190  5000.17508           770527.170     4.651146605E+32 2.372330742E+29 1.846476019E+35
     191  5000.18882           779212.849     4.864437419E+32 2.372395329E+29 1.846476019E+35
     192  5000.20530           788242.389     5.093863976E+32 2.372474280E+29 1.846476019E+35
     193  5000.22509           797612.051     5.340415248E+32 2.372571332E+29 1.846476019E+35
     194  5000.24882           807331.766     5.605525895E+32 2.372691486E+29 1.846476019E+35
     195  5000.27731           817417.312     5.890925410E+32 2.372841585E+29 1.846476019E+35
     196  5000.31149           827881.123     6.198407432E+32 2.373031235E+29 1.846476019E+35
     197  5000.35251           838724.457     6.529582714E+32 2.373274346E+29 1.846476019E+35
     198  5000.40174           849932.862     6.885677613E+32 2.373591654E+29 1.846476019E+35
     199  5000.46080           861476.322     7.267442090E+32 2.374014676E+29 1.846476019E+35
     200  5000.53169           873314.518     7.675221517E+32 2.374591540E+29 1.846476019E+35
     201  5000.61674           885405.694     8.109189372E+32 2.375394930E+29 1.846476019E+35
     202  5000.71881           897715.731     8.569658995E+32 2.376532074E+29 1.846476019E+35
     203  5000.84130           910223.613     9.057338328E+32 2.378156438E+29 1.846476019E+35
     204  5000.98828           922920.975     9.573401310E+32 2.380480572E+29 1.846476019E+35
     205  5001.16465           935805.927     1.011932083E+33 2.383789654E+29 1.846476019E+35
     206  5001.37631           948873.548     1.069649664E+33 2.388455518E+29 1.846476019E+35
     207  5001.63029           962106.068     1.130576657E+33 2.394951116E+29 1.846476019E+35
     208  5001.93507           975464.940     1.194688978E+33 2.403865410E+29 1.846476019E+35
     209  5002.30080           988885.611     1.261805540E+33 2.415918476E+29 1.846476019E+35
     210  5002.73968           1002274.78     1.331543653E+33 2.431976467E+29 1.846476019E+35
     211  5003.26634           1015509.78     1.403280982E+33 2.453066314E+29 1.846476019E+35
     212  5003.89833           1028440.38     1.476130240E+33 2.480391234E+29 1.846476019E+35
     213  5004.65671           1040894.07     1.548939074E+33 2.515350625E+29 1.846476019E+35
     214  5005.56678           1052686.28     1.620332136E+33 2.559572124E+29 1.846476019E+35
     215  5006.65885           1063636.41     1.688810750E+33 2.614969102E+29 1.846476019E+35
     216  5007.96934           1073589.31     1.752915237E+33 2.683842244E+29 1.846476019E+35
     217  5009.54193           1082439.68     1.811436123E+33 2.769046733E+29 1.846476019E+35
     218  5010.56369           1087177.92     1.843362242E+33 2.825734397E+29 1.846476019E+35
     219  5011.24487           1089961.60     1.862314350E+33 2.864060252E+29 1.846476019E+35
     220  5011.69898           1091669.43     1.874013856E+33 2.889838754E+29 1.846476019E+35
     221  5012.00173           1092747.24     1.881425681E+33 2.907123578E+29 1.846476019E+35
     222  5012.20356           1093440.16     1.886202354E+33 2.918690340E+29 1.846476019E+35
     223  5012.33811           1093891.12     1.889315914E+33 2.926420735E+29 1.846476019E+35
     224  5012.42781           1094186.98     1.891360765E+33 2.931582837E+29 1.846476019E+35
     225  5012.48761           1094382.14     1.892710474E+33 2.935028009E+29 1.846476019E+35
     226  5012.52748           1094511.32     1.893604324E+33 2.937326463E+29 1.846476019E+35
     227  5012.55406           1094597.04     1.894197594E+33 2.938859509E+29 1.846476019E+35
     228  5012.57178           1094654.01     1.894591943E+33 2.939881869E+29 1.846476019E+35
     229  5012.58359           1094691.91     1.894854326E+33 2.940563589E+29 1.846476019E+35
     230  5012.59147           1094717.14     1.895029020E+33 2.941018134E+29 1.846476019E+35
     231  5012.59672           1094733.94     1.895145380E+33 2.941321193E+29 1.846476019E+35
     232  5012.60022           1094745.14     1.895222909E+33 2.941523246E+29 1.846476019E+35
     233  5012.60255           1094752.60     1.895274574E+33 2.941657953E+29 1.846476019E+35
     234  5012.60411           1094757.57     1.895309009E+33 2.941747760E+29 1.846476019E+35
     235  5012.60514           1094760.88     1.895331962E+33 2.941807633E+29 1.846476019E+35
     236  5012.60583           1094763.09     1.895347262E+33 2.941847548E+29 1.846476019E+35
     237  5012.60630           1094764.57     1.895357461E+33 2.941874159E+29 1.846476019E+35
     238  5012.60660           1094765.55     1.895364260E+33 2.941891900E+29 1.846476019E+35
     239  5012.60681           1094766.20     1.895368793E+33 2.941903727E+29 1.846476019E+35
     240  5012.60694           1094766.64     1.895371815E+33 2.941911611E+29 1.846476019E+35
     241  5012.60704           1094766.96     1.895374027E+33 2.941917385E+29 1.846476019E+35
     242  5012.60714           1094767.28     1.895376240E+33 2.941923159E+29 1.846476019E+35
     243  5012.60724           1094767.60     1.895378452E+33 2.941921397E+29  0.00000000    
     244  5012.60736           1094767.98     1.895381107E+33 2.941919312E+29  0.00000000    
     245  5012.60751           1094768.44     1.895384293E+33 2.941916832E+29  0.00000000    
     246  5012.60768           1094768.99     1.895388114E+33 2.941913873E+29  0.00000000    
     247  5012.60789           1094769.65     1.895392682E+33 2.941910344E+29  0.00000000    
     248  5012.60814           1094770.43     1.895398040E+33 2.941906142E+29  0.00000000    
     249  5012.60844           1094771.26     1.895403781E+33 2.941901149E+29  0.00000000    
     250  5012.60879           1094771.82     1.895407671E+33 2.941895232E+29  0.00000000    
     251  5012.60922           1094770.96     1.895401708E+33 2.941888243E+29  0.00000000    
     252  5012.60974           1094765.41     1.895363287E+33 2.941880012E+29  0.00000000    
     253  5012.61036           1094747.52     1.895239439E+33 2.941870349E+29  0.00000000    
     254  5012.61110           1094702.07     1.894924685E+33 2.941859040E+29  0.00000000    
     255  5012.61199           1094602.82     1.894237609E+33 2.941845844E+29  0.00000000    
     256  5012.61306           1094410.30     1.892905314E+33 2.941830498E+29  0.00000000    
     257  5012.61435           1094071.92     1.890565316E+33 2.941812713E+29  0.00000000    
     258  5012.61589           1093525.30     1.886789922E+33 2.941792179E+29  0.00000000    
     259  5012.61774           1092704.38     1.881130511E+33 2.941768576E+29  0.00000000    
     260  5012.61996           1091546.85     1.873172266E+33 2.941741580E+29  0.00000000    
     261  5012.62262           1090001.46     1.862586820E+33 2.941710887E+29  0.00000000    
     262  5012.62581           1088033.49     1.849171764E+33 2.941676232E+29  0.00000000    
     263  5012.62965           1085627.66     1.832870559E+33 2.941637437E+29  0.00000000    
     264  5012.63425           1082788.42     1.813771621E+33 2.941594457E+29  0.00000000    
     265  5012.63977           1079537.81     1.792089259E+33 2.941547467E+29  0.00000000    
     266  5012.64639           1075911.52     1.768130970E+33 2.941496985E+29  0.00000000    
     267  5012.65434           1071953.45     1.742255737E+33 2.941444050E+29  0.00000000    
     268  5012.66388           1067709.47     1.714828046E+33 2.941390481E+29  0.00000000    
     269  5012.67533           1063220.85     1.686173052E+33 2.941339226E+29  0.00000000    
     270  5012.68907           1058518.38     1.656539585E+33 2.941294819E+29  0.00000000    
     271  5012.70555           1053618.21     1.626077613E+33 2.941263942E+29  0.00000000    
     272  5012.72533           1048520.24     1.594833959E+33 2.941256069E+29  0.00000000    
     273  5012.74907           1043209.09     1.562764893E+33 2.941284180E+29  0.00000000    
     274  5012.77756           1037656.78     1.529759312E+33 2.941365493E+29  0.00000000    
     275  5012.81174           1031826.08     1.495664554E+33 2.941522204E+29  0.00000000    
     276  5012.85276           1025673.57     1.460309334E+33 2.941782191E+29  0.00000000    
     277  5012.90198           1019152.21     1.423522690E+33 2.942179673E+29  0.00000000    
     278  5012.96105           1012213.72     1.385150854E+33 2.942755815E+29  0.00000000    
     279  5013.03193           1004811.04     1.345072799E+33 2.943559299E+29  0.00000000    
     280  5013.11699           996899.859     1.303209799E+33 2.944646982E+29  0.00000000    
     281  5013.21906           988436.929     1.259517046E+33 2.946084921E+29  0.00000000    
     282  5013.34155           979371.368     1.213941651E+33 2.947950161E+29  0.00000000    
     283  5013.48853           969625.594     1.166338152E+33 2.950333649E+29  0.00000000    
     284  5013.66490           959065.880     1.116354076E+33 2.953344032E+29  0.00000000    
     285  5013.87655           947468.888     1.063329913E+33 2.957110739E+29  0.00000000    
     286  5014.13054           934497.974     1.006286523E+33 2.961782390E+29  0.00000000    
     287  5014.43531           919709.122     9.440829954E+32 2.967513819E+29  0.00000000    
     288  5014.80105           902610.142     8.758082562E+32 2.974433126E+29  0.00000000    
     289  5015.23993           882798.051     8.014079777E+32 2.982583027E+29  0.00000000    
     290  5015.76659           860190.823     7.224161051E+32 2.991842815E+29  0.00000000    
     291  5016.39857           835324.721     6.424355090E+32 3.001859773E+29  0.00000000    
     292  5017.15696           809575.676     5.668106534E+32 3.012039440E+29  0.00000000    
     293  5018.06702           785037.978     5.011536163E+32 3.021636593E+29  0.00000000    
     294  5019.15910           763896.420     4.493100151E+32 3.029937819E+29  0.00000000    
     295  5020.46959           747568.398     4.121088460E+32 3.036460401E+29  0.00000000    
     296  5022.04218           736261.930     3.877372979E+32 3.041068060E+29  0.00000000    
     297  5023.92929           729212.418     3.730992894E+32 3.043949818E+29  0.00000000    
     298  5026.19382           725241.236     3.650380672E+32 3.045490449E+29  0.00000000    
     299  5028.91125           723219.956     3.609855396E+32 3.046113769E+29  0.00000000    
     300  5032.17217           722292.883     3.591381502E+32 3.046170441E+29  0.00000000    
     301  5036.08528           721910.145     3.583775355E+32 3.045894676E+29  0.00000000    
     302  5040.78100           721765.990     3.580913696E+32 3.045413567E+29  0.00000000    
     303  5046.41588           721712.777     3.579857804E+32 3.044778889E+29  0.00000000    
     304  5053.17772           721688.692     3.579379946E+32 3.043998325E+29  0.00000000    
     305  5061.29194           721671.246     3.579033862E+32 3.043056403E+29  0.00000000    
     306  5071.02900           721653.160     3.578675079E+32 3.041925118E+29  0.00000000    
     307  5082.71347           721632.063     3.578256629E+32 3.040567851E+29  0.00000000    
     308  5096.73483           721606.859     3.577756749E+32 3.038939897E+29  0.00000000    
     309  5113.56047           721576.632     3.577157328E+32 3.036987520E+29  0.00000000    
     310  5133.75123           721540.365     3.576438203E+32 3.034646362E+29  0.00000000    
     311  5157.98015           721496.846     3.575575452E+32 3.031839410E+29  0.00000000    
     312  5187.05485           721444.628     3.574540433E+32 3.028474575E+29  0.00000000    
     313  5221.94450           721381.971     3.573298814E+32 3.024441818E+29  0.00000000    
     314  5263.81207           721306.791     3.571809452E+32 3.019609763E+29  0.00000000    
     315  5314.05315           721216.585     3.570023056E+32 3.013821725E+29  0.00000000    
     316  5374.34245           721108.355     3.567880585E+32 3.006891067E+29  0.00000000    
     317  5446.68961           720978.503     3.565311353E+32 2.998595804E+29  0.00000000    
     318  5533.50621           720822.713     3.562230771E+32 2.988672400E+29  0.00000000    
     319  5637.68612           720635.814     3.558537662E+32 2.976808670E+29  0.00000000    
     320  5762.70202           720411.605     3.554111095E+32 2.962635800E+29  0.00000000    
     321  5912.72109           720142.653     3.548806643E+32 2.945719487E+29  0.00000000    
     322  6092.74398           719820.056     3.542451981E+32 2.925550351E+29  0.00000000    
     323  6308.77145           719433.147     3.534841739E+32 2.901533867E+29  0.00000000    
     324  6568.00441           718969.156     3.525731510E+32 2.872980292E+29  0.00000000    
     325  6879.08396           718412.797     3.514830924E+32 2.839095365E+29  0.00000000    
     326  7252.37942           717745.787     3.501795715E+32 2.798972944E+29  0.00000000    
     327  7700.33398           716946.268     3.486218738E+32 2.751591340E+29  0.00000000    
     328  8237.87944           715988.132     3.467619951E+32 2.695815792E+29  0.00000000    
     329  8882.93400           714840.221     3.445435467E+32 2.630410472E+29  0.00000000    
     330  9656.99947           713465.395     3.419005924E+32 2.554064428E+29  0.00000000    
     331  10585.8780           711819.445     3.387564638E+32 2.465437023E+29  0.00000000    
     332  11700.5323           709849.837     3.350226329E+32 2.363229362E+29  0.00000000    
     333  13038.1175           707494.271     3.305977623E+32 2.246288628E+29  0.00000000    
     334  14643.2196           704679.059     3.253671185E+32 2.113751493E+29  0.00000000    
