# n(0)    ,pr(0)       ,e(0)      ,mu(0),     Mass ,  B_Mass,   R   ,R_qc   DM/M^2 
  1.386095694  1528.92874  2358.888432  2800   2.290015343  2.681067063  10.63873075  0 0.0745688449
  1.383619702  1523.19101  2351.972864  2795.847778   2.290863659  2.682474244  10.64301014  0 0.07462011873
  1.381143709  1517.453281  2345.057296  2791.695556   2.291697756  2.683857066  10.64730207  0 0.07467029203
  1.378667717  1511.715551  2338.141728  2787.543333   2.29253151  2.685239731  10.65160803  0 0.07472043055
  1.376191725  1505.977822  2331.226159  2783.391111   2.293383053  2.686651626  10.65591994  0 0.07477149173
  1.373715733  1500.240093  2324.310591  2779.238889   2.294228833  2.688054268  10.6602473  0 0.07482216922
  1.371239741  1494.502363  2317.395023  2775.086667   2.295071546  2.689451552  10.66458681  0 0.07487251664
  1.368763748  1488.764634  2310.479455  2770.934444   2.295922504  2.69086272  10.66893718  0 0.07492330203
  1.366287756  1483.026904  2303.563887  2766.782222   2.296756281  2.692244851  10.67330197  0 0.07497286562
  1.363811764  1477.289175  2296.648319  2762.63   2.297593266  2.693632564  10.67768038  0 0.0750225777
  1.361335772  1471.551445  2289.73275  2758.477778   2.298447963  2.695049597  10.68206582  0 0.0750732379
  1.358859779  1465.813716  2282.817182  2754.325556   2.299291796  2.696448304  10.68646664  0 0.07512310055
  1.356383787  1460.075986  2275.901614  2750.173333   2.300137788  2.697850771  10.69088082  0 0.07517303111
  1.353907795  1454.338257  2268.986046  2746.021111   2.300983331  2.699252399  10.69530781  0 0.07522282372
  1.351431803  1448.600528  2262.070478  2741.868889   2.301826655  2.700650186  10.69974786  0 0.07527236197
  1.348955811  1442.862798  2255.15491  2737.716667   2.302670968  2.702049659  10.70420076  0 0.07532187424
  1.346479818  1437.125069  2248.239342  2733.564444   2.303519564  2.703456113  10.70866594  0 0.07537152189
  1.344003826  1431.387339  2241.323773  2729.412222   2.304364775  2.704856705  10.71314431  0 0.07542083112
  1.341527834  1425.64961  2234.408205  2725.26   2.305206823  2.706252363  10.71763898  0 0.07546992134
  1.339051842  1419.91188  2227.492637  2721.107778   2.30605538  2.707658412  10.72214414  0 0.07551922372
  1.336575849  1414.174151  2220.577069  2716.955556   2.306902602  2.709062273  10.7266639  0 0.07556836029
  1.334099857  1408.436422  2213.661501  2712.803333   2.307745559  2.710458925  10.73119816  0 0.07561713102
  1.331623865  1402.698692  2206.745933  2708.651111   2.308596493  2.711868929  10.73574546  0 0.07566629597
  1.329147873  1396.960963  2199.830364  2704.498889   2.309438681  2.713264164  10.74030767  0 0.07571481222
  1.32667188  1391.223233  2192.914796  2700.346667   2.310288994  2.714672864  10.74488262  0 0.0757637053
  1.324195888  1385.485504  2185.999228  2696.194444   2.311137445  2.716078536  10.74947314  0 0.07581240971
  1.321719896  1379.747774  2179.08366  2692.042222   2.311983767  2.717480465  10.75407849  0 0.07586085985
  1.319243904  1374.010045  2172.168092  2687.89   2.31283321  2.718887561  10.75869735  0 0.07590939654
  1.31677104  1368.576486  2165.565648  2683.737778   2.313679097  2.720289356  10.76333364  0 0.075957749
  1.31430024  1363.343502  2159.169684  2679.585556   2.314526067  2.721691572  10.76797659  0 0.07600581579
  1.31182944  1358.110518  2152.77372  2675.433333   2.315371387  2.723091707  10.77263345  0 0.07605382002
  1.30935864  1352.877533  2146.377755  2671.281111   2.316219725  2.72449668  10.77730068  0 0.07610187483
  1.30688784  1347.644549  2139.981791  2667.128889   2.317065033  2.725896802  10.7819817  0 0.07614969871
