       0.170     146.532     200.000     313.005       Alpha_c    Bbag^1/4     Ms      Pr  ===>  E/A at P=0:     928.976


         nbar              rho           presion         ne            nu            nd            ns            mue           muu           mud           mus    
       [fm^-3]         [gm cm^-3]      [erg cm^-3]     [fm^-3]       [fm^-3]       [fm^-3]       [fm^-3]        [MeV]         [MeV]         [MeV]         [MeV]   

 1.33093988220E+00 2.78922220569E+15   6.45592E+35   1.60820E-05   1.33096E+00   1.46225E+00   1.19962E+00   1.54092E+01   4.83722E+02   4.99131E+02   4.99131E+02
 1.26680774228E+00 2.62156457324E+15   5.97680E+35   1.70965E-05   1.26682E+00   1.39663E+00   1.13697E+00   1.57266E+01   4.75825E+02   4.91551E+02   4.91551E+02
 1.20730172187E+00 2.46838879776E+15   5.53981E+35   1.81424E-05   1.20732E+00   1.33570E+00   1.07889E+00   1.60410E+01   4.68255E+02   4.84296E+02   4.84296E+02
 1.15202907024E+00 2.32823462148E+15   5.14065E+35   1.92186E-05   1.15205E+00   1.27904E+00   1.02500E+00   1.63521E+01   4.60997E+02   4.77349E+02   4.77349E+02
 1.10063503862E+00 2.19980767687E+15   4.77552E+35   2.03238E-05   1.10066E+00   1.22631E+00   9.74937E-01   1.66598E+01   4.54038E+02   4.70697E+02   4.70697E+02
 1.05279882470E+00 2.08195882590E+15   4.44103E+35   2.14568E-05   1.05282E+00   1.17719E+00   9.28390E-01   1.69637E+01   4.47362E+02   4.64326E+02   4.64326E+02
 1.00822995656E+00 1.97366620344E+15   4.13420E+35   2.26160E-05   1.00825E+00   1.13137E+00   8.85066E-01   1.72639E+01   4.40959E+02   4.58222E+02   4.58222E+02
 9.66665125547E-01 1.87401973505E+15   3.85235E+35   2.37999E-05   9.66689E-01   1.08860E+00   8.44704E-01   1.75600E+01   4.34814E+02   4.52374E+02   4.52374E+02
 9.27865359227E-01 1.78220764498E+15   3.59311E+35   2.50070E-05   9.27890E-01   1.04864E+00   8.07067E-01   1.78520E+01   4.28917E+02   4.46769E+02   4.46769E+02
 8.91613523172E-01 1.69750474813E+15   3.35435E+35   2.62357E-05   8.91640E-01   1.01126E+00   7.71937E-01   1.81397E+01   4.23257E+02   4.41397E+02   4.41397E+02
 8.57712094458E-01 1.61926223582E+15   3.13417E+35   2.74841E-05   8.57740E-01   9.76276E-01   7.39120E-01   1.84230E+01   4.17824E+02   4.36247E+02   4.36247E+02
 8.25981200653E-01 1.54689880980E+15   2.93089E+35   2.87506E-05   8.26010E-01   9.43497E-01   7.08437E-01   1.87018E+01   4.12607E+02   4.31309E+02   4.31309E+02
 7.96256848417E-01 1.47989287825E+15   2.74297E+35   3.00333E-05   7.96287E-01   9.12759E-01   6.79725E-01   1.89758E+01   4.07597E+02   4.26573E+02   4.26573E+02
 7.68389369929E-01 1.41777578558E+15   2.56906E+35   3.13304E-05   7.68421E-01   8.83913E-01   6.52834E-01   1.92452E+01   4.02786E+02   4.22031E+02   4.22031E+02
 7.42242012706E-01 1.36012582642E+15   2.40792E+35   3.26400E-05   7.42275E-01   8.56821E-01   6.27631E-01   1.95097E+01   3.98165E+02   4.17674E+02   4.17674E+02
 7.17689703271E-01 1.30656304512E+15   2.25845E+35   3.39604E-05   7.17724E-01   8.31355E-01   6.03990E-01   1.97693E+01   3.93726E+02   4.13495E+02   4.13495E+02
 6.94617925530E-01 1.25674463020E+15   2.11966E+35   3.52895E-05   6.94653E-01   8.07402E-01   5.81799E-01   2.00239E+01   3.89461E+02   4.09485E+02   4.09485E+02
 6.72921723296E-01 1.21036087612E+15   1.99065E+35   3.66255E-05   6.72958E-01   7.84854E-01   5.60953E-01   2.02735E+01   3.85364E+02   4.05637E+02   4.05637E+02
 6.52504800077E-01 1.16713161126E+15   1.87060E+35   3.79667E-05   6.52543E-01   7.63615E-01   5.41356E-01   2.05180E+01   3.81427E+02   4.01945E+02   4.01945E+02
 6.33278725468E-01 1.12680307550E+15   1.75879E+35   3.93111E-05   6.33318E-01   7.43595E-01   5.22923E-01   2.07573E+01   3.77643E+02   3.98401E+02   3.98401E+02
 6.15162202541E-01 1.08914511910E+15   1.65454E+35   4.06569E-05   6.15203E-01   7.24712E-01   5.05572E-01   2.09916E+01   3.74008E+02   3.94999E+02   3.94999E+02
 5.98080428383E-01 1.05394876431E+15   1.55726E+35   4.20024E-05   5.98122E-01   7.06890E-01   4.89228E-01   2.12206E+01   3.70514E+02   3.91735E+02   3.91735E+02
 5.81964499847E-01 1.02102400610E+15   1.46639E+35   4.33458E-05   5.82008E-01   6.90060E-01   4.73826E-01   2.14445E+01   3.67156E+02   3.88601E+02   3.88601E+02
 5.66750896318E-01 9.90197898195E+14   1.38145E+35   4.46854E-05   5.66796E-01   6.74157E-01   4.59300E-01   2.16632E+01   3.63929E+02   3.85592E+02   3.85592E+02
 5.52381000662E-01 9.61312827022E+14   1.30196E+35   4.60196E-05   5.52427E-01   6.59122E-01   4.45594E-01   2.18767E+01   3.60828E+02   3.82704E+02   3.82704E+02
 5.38800671127E-01 9.34224985320E+14   1.22754E+35   4.73468E-05   5.38848E-01   6.44899E-01   4.32655E-01   2.20850E+01   3.57846E+02   3.79931E+02   3.79931E+02
 5.25959854422E-01 9.08803012532E+14   1.15778E+35   4.86654E-05   5.26009E-01   6.31439E-01   4.20432E-01   2.22881E+01   3.54981E+02   3.77270E+02   3.77270E+02
 5.13812234864E-01 8.84926780698E+14   1.09236E+35   4.99741E-05   5.13862E-01   6.18693E-01   4.08881E-01   2.24861E+01   3.52228E+02   3.74714E+02   3.74714E+02
 5.02314917496E-01 8.62486311985E+14   1.03096E+35   5.12713E-05   5.02366E-01   6.06619E-01   3.97959E-01   2.26790E+01   3.49581E+02   3.72260E+02   3.72260E+02
