       0.170     140.000     200.000     313.005       Alpha_c    Bbag^1/4     Ms      Pr  ===>  E/A at P=0:     892.083


         nbar              rho           presion         ne            nu            nd            ns            mue           muu           mud           mus    
       [fm^-3]         [gm cm^-3]      [erg cm^-3]     [fm^-3]       [fm^-3]       [fm^-3]       [fm^-3]        [MeV]         [MeV]         [MeV]         [MeV]   

 1.15793047956E+00 2.32531386391E+15   5.34302E+35   1.90984E-05   1.15795E+00   1.28509E+00   1.03075E+00   1.63180E+01   4.61783E+02   4.78101E+02   4.78101E+02
 1.10213490191E+00 2.18574389694E+15   4.94616E+35   2.02900E-05   1.10216E+00   1.22785E+00   9.76397E-01   1.66505E+01   4.54244E+02   4.70894E+02   4.70894E+02
 1.05036409267E+00 2.05821964558E+15   4.58422E+35   2.15174E-05   1.05039E+00   1.17468E+00   9.26022E-01   1.69797E+01   4.47017E+02   4.63997E+02   4.63997E+02
 1.00227635493E+00 1.94152716655E+15   4.25364E+35   2.27791E-05   1.00230E+00   1.12525E+00   8.79282E-01   1.73053E+01   4.40089E+02   4.57394E+02   4.57394E+02
 9.57563053843E-01 1.83459037747E+15   3.95127E+35   2.40738E-05   9.57587E-01   1.07923E+00   8.35871E-01   1.76271E+01   4.33445E+02   4.51072E+02   4.51072E+02
 9.15945088330E-01 1.73645389068E+15   3.67429E+35   2.53997E-05   9.15970E-01   1.03635E+00   7.95511E-01   1.79450E+01   4.27073E+02   4.45018E+02   4.45018E+02
 8.77169745017E-01 1.64626809349E+15   3.42024E+35   2.67551E-05   8.77197E-01   9.96361E-01   7.57951E-01   1.82587E+01   4.20959E+02   4.39218E+02   4.39218E+02
 8.41007942855E-01 1.56327628418E+15   3.18688E+35   2.81383E-05   8.41036E-01   9.59024E-01   7.22964E-01   1.85680E+01   4.15094E+02   4.33662E+02   4.33662E+02
 8.07251773533E-01 1.48680346120E+15   2.97226E+35   2.95473E-05   8.07281E-01   9.24132E-01   6.90342E-01   1.88729E+01   4.09465E+02   4.28337E+02   4.28337E+02
 7.75712328010E-01 1.41624659468E+15   2.77461E+35   3.09801E-05   7.75743E-01   8.91496E-01   6.59898E-01   1.91732E+01   4.04061E+02   4.23235E+02   4.23235E+02
 7.46217759447E-01 1.35106613883E+15   2.59236E+35   3.24347E-05   7.46250E-01   8.60942E-01   6.31461E-01   1.94687E+01   3.98874E+02   4.18343E+02   4.18343E+02
 7.18611577102E-01 1.29077866456E+15   2.42410E+35   3.39091E-05   7.18645E-01   8.32312E-01   6.04877E-01   1.97593E+01   3.93894E+02   4.13654E+02   4.13654E+02
 6.92751105190E-01 1.23495037440E+15   2.26857E+35   3.54010E-05   6.92787E-01   8.05463E-01   5.80004E-01   2.00450E+01   3.89112E+02   4.09157E+02   4.09157E+02
 6.68506131273E-01 1.18319147634E+15   2.12464E+35   3.69084E-05   6.68543E-01   7.80263E-01   5.56713E-01   2.03255E+01   3.84519E+02   4.04845E+02   4.04845E+02
 6.45757679376E-01 1.13515120925E+15   1.99129E+35   3.84291E-05   6.45796E-01   7.56592E-01   5.34885E-01   2.06009E+01   3.80108E+02   4.00708E+02   4.00708E+02
 6.24396934372E-01 1.09051352091E+15   1.86761E+35   3.99609E-05   6.24437E-01   7.34340E-01   5.14414E-01   2.08711E+01   3.75870E+02   3.96741E+02   3.96741E+02
 6.04324266162E-01 1.04899324042E+15   1.75277E+35   4.15016E-05   6.04366E-01   7.13407E-01   4.95200E-01   2.11359E+01   3.71799E+02   3.92935E+02   3.92935E+02
 5.85448361852E-01 1.01033272200E+15   1.64603E+35   4.30490E-05   5.85491E-01   6.93700E-01   4.77154E-01   2.13954E+01   3.67887E+02   3.89283E+02   3.89283E+02
 5.67685442573E-01 9.74298876112E+14   1.54671E+35   4.46010E-05   5.67730E-01   6.75134E-01   4.60192E-01   2.16495E+01   3.64129E+02   3.85779E+02   3.85779E+02
 5.50958573021E-01 9.40680574293E+14   1.45421E+35   4.61555E-05   5.51005E-01   6.57633E-01   4.44238E-01   2.18982E+01   3.60518E+02   3.82416E+02   3.82416E+02
 5.35197024086E-01 9.09286320817E+14   1.36797E+35   4.77104E-05   5.35245E-01   6.41123E-01   4.29223E-01   2.21414E+01   3.57047E+02   3.79188E+02   3.79188E+02
 5.20335716519E-01 8.79942225959E+14   1.28750E+35   4.92637E-05   5.20385E-01   6.25539E-01   4.15083E-01   2.23791E+01   3.53712E+02   3.76091E+02   3.76091E+02
 5.06314703920E-01 8.52490177775E+14   1.21233E+35   5.08133E-05   5.06366E-01   6.10821E-01   4.01758E-01   2.26113E+01   3.50506E+02   3.73118E+02   3.73118E+02
 4.93078722742E-01 8.26786251150E+14   1.14207E+35   5.23573E-05   4.93131E-01   5.96912E-01   3.89193E-01   2.28381E+01   3.47426E+02   3.70264E+02   3.70264E+02
 4.80576775516E-01 8.02699272902E+14   1.07633E+35   5.38939E-05   4.80631E-01   5.83760E-01   3.77339E-01   2.30593E+01   3.44465E+02   3.67524E+02   3.67524E+02
 4.68761758398E-01 7.80109552845E+14   1.01478E+35   5.54213E-05   4.68817E-01   5.71318E-01   3.66150E-01   2.32751E+01   3.41619E+02   3.64895E+02   3.64895E+02
 4.57590124544E-01 7.58907753480E+14   9.57093E+34   5.69377E-05   4.57647E-01   5.59542E-01   3.55582E-01   2.34855E+01   3.38884E+02   3.62370E+02   3.62370E+02
 4.47021578866E-01 7.38993880582E+14   9.02992E+34   5.84414E-05   4.47080E-01   5.48389E-01   3.45595E-01   2.36905E+01   3.36256E+02   3.59946E+02   3.59946E+02
 4.37018802338E-01 7.20276383227E+14   8.52216E+34   5.99310E-05   4.37079E-01   5.37823E-01   3.36154E-01   2.38901E+01   3.33729E+02   3.57620E+02   3.57620E+02
 4.27547201424E-01 7.02671347927E+14   8.04526E+34   6.14048E-05   4.27609E-01   5.27809E-01   3.27224E-01   2.40843E+01   3.31302E+02   3.55386E+02   3.55386E+02
 4.18574681434E-01 6.86101778602E+14   7.59704E+34   6.28616E-05   4.18638E-01   5.18312E-01   3.18774E-01   2.42733E+01   3.28968E+02   3.53242E+02   3.53242E+02
 4.10071440053E-01 6.70496950147E+14   7.17550E+34   6.42998E-05   4.10136E-01   5.09304E-01   3.10775E-01   2.44570E+01   3.26726E+02   3.51183E+02   3.51183E+02
 4.02009780340E-01 6.55791829680E+14   6.77879E+34   6.57184E-05   4.02075E-01   5.00755E-01   3.03199E-01   2.46356E+01   3.24572E+02   3.49207E+02   3.49207E+02
 3.94363939978E-01 6.41926555594E+14   6.40523E+34   6.71161E-05   3.94431E-01   4.92640E-01   2.96021E-01   2.48090E+01   3.22501E+02   3.47310E+02   3.47310E+02
 3.87109936429E-01 6.28845970264E+14   6.05326E+34   6.84919E-05   3.87178E-01   4.84933E-01   2.89218E-01   2.49774E+01   3.20513E+02   3.45490E+02   3.45490E+02
 3.80225425223E-01 6.16499198328E+14   5.72145E+34   6.98447E-05   3.80295E-01   4.77613E-01   2.82768E-01   2.51407E+01   3.18602E+02   3.43743E+02   3.43743E+02
 3.73689571303E-01 6.04839267740E+14   5.40848E+34   7.11737E-05   3.73761E-01   4.70657E-01   2.76651E-01   2.52992E+01   3.16766E+02   3.42066E+02   3.42066E+02
 3.67482931004E-01 5.93822766884E+14   5.11313E+34   7.24781E-05   3.67555E-01   4.64046E-01   2.70848E-01   2.54528E+01   3.15004E+02   3.40456E+02   3.40456E+02
 3.61587344806E-01 5.83409535975E+14   4.83427E+34   7.37571E-05   3.61661E-01   4.57760E-01   2.65340E-01   2.56017E+01   3.13311E+02   3.38912E+02   3.38912E+02
 3.55985838715E-01 5.73562387087E+14   4.57086E+34   7.50100E-05   3.56061E-01   4.51784E-01   2.60113E-01   2.57458E+01   3.11685E+02   3.37431E+02   3.37431E+02
 3.50662534573E-01 5.64246851807E+14   4.32195E+34   7.62363E-05   3.50739E-01   4.46099E-01   2.55149E-01   2.58853E+01   3.10124E+02   3.36010E+02   3.36010E+02
 3.45602567384E-01 5.55430951699E+14   4.08664E+34   7.74354E-05   3.45680E-01   4.40692E-01   2.50436E-01   2.60204E+01   3.08626E+02   3.34647E+02   3.34647E+02
 3.40792010076E-01 5.47084991144E+14   3.86410E+34   7.86071E-05   3.40871E-01   4.35547E-01   2.45959E-01   2.61509E+01   3.07188E+02   3.33339E+02   3.33339E+02
 3.36217803971E-01 5.39181368400E+14   3.65356E+34   7.97507E-05   3.36298E-01   4.30651E-01   2.41705E-01   2.62772E+01   3.05808E+02   3.32085E+02   3.32085E+02
 3.31867695493E-01 5.31694404888E+14   3.45431E+34   8.08662E-05   3.31949E-01   4.25992E-01   2.37663E-01   2.63991E+01   3.04484E+02   3.30883E+02   3.30883E+02
 3.27730177511E-01 5.24600189075E+14   3.26569E+34   8.19533E-05   3.27812E-01   4.21557E-01   2.33822E-01   2.65169E+01   3.03214E+02   3.29731E+02   3.29731E+02
 3.23794435938E-01 5.17876435270E+14   3.08708E+34   8.30118E-05   3.23877E-01   4.17335E-01   2.30171E-01   2.66305E+01   3.01996E+02   3.28627E+02   3.28627E+02
 3.20050300106E-01 5.11502354151E+14   2.91791E+34   8.40416E-05   3.20134E-01   4.13316E-01   2.26700E-01   2.67402E+01   3.00828E+02   3.27569E+02   3.27569E+02
 3.16488197591E-01 5.05458535561E+14   2.75764E+34   8.50426E-05   3.16573E-01   4.09490E-01   2.23401E-01   2.68460E+01   2.99709E+02   3.26555E+02   3.26555E+02
 3.13099112109E-01 4.99726840737E+14   2.60577E+34   8.60150E-05   3.13185E-01   4.05848E-01   2.20264E-01   2.69479E+01   2.98636E+02   3.25584E+02   3.25584E+02
 3.09874545196E-01 4.94290304703E+14   2.46184E+34   8.69588E-05   3.09962E-01   4.02380E-01   2.17282E-01   2.70461E+01   2.97608E+02   3.24654E+02   3.24654E+02
 3.06806480392E-01 4.89133046255E+14   2.32540E+34   8.78740E-05   3.06894E-01   3.99079E-01   2.14446E-01   2.71407E+01   2.96623E+02   3.23763E+02   3.23763E+02
 3.03887350658E-01 4.84240186407E+14   2.19605E+34   8.87609E-05   3.03976E-01   3.95936E-01   2.11750E-01   2.72317E+01   2.95679E+02   3.22911E+02   3.22911E+02
 3.01110007819E-01 4.79597772952E+14   2.07342E+34   8.96197E-05   3.01200E-01   3.92944E-01   2.09186E-01   2.73192E+01   2.94776E+02   3.22096E+02   3.22096E+02
 2.98467694806E-01 4.75192712119E+14   1.95713E+34   9.04506E-05   2.98558E-01   3.90096E-01   2.06749E-01   2.74034E+01   2.93912E+02   3.21316E+02   3.21316E+02
 2.95954019522E-01 4.71012705143E+14   1.84685E+34   9.12538E-05   2.96045E-01   3.87385E-01   2.04432E-01   2.74842E+01   2.93085E+02   3.20570E+02   3.20570E+02
 2.93562931130E-01 4.67046190823E+14   1.74227E+34   9.20298E-05   2.93655E-01   3.84805E-01   2.02229E-01   2.75619E+01   2.92294E+02   3.19856E+02   3.19856E+02
 2.91288697653E-01 4.63282292026E+14   1.64310E+34   9.27789E-05   2.91381E-01   3.82350E-01   2.00135E-01   2.76365E+01   2.91538E+02   3.19175E+02   3.19175E+02
