# Aql X-1
# Effective temperature from Waterhouse+ 2016

# table 6 + t0= MJD 57100
# k=8.617343e-5 eV.K^-1
#Instrument 	 MJD 	 $kT^{\infty}$		+	-
#	 	  	 (eV) 	
#Days 	 $kT_{\rm eff}^{\infty}$ (eV)
8.3	-5.8	4.9	100.0	-3.2	2.8
27.7	-8.0	6.7	89.1	-3.5	3.3
68.9	-24.6	35.4	87.5	-3.7	.1
112.4	-0.2	0.2	78.8	-6.7	3.3
193.5	-35.6	45.5	75.4	-7.0	6.3
379.0	-0.7	0.7	71.3	-7.9	7.0


