       6    383     42     42

     EOS file :  /home/forgane/Desktop/NSCool/EOS/BSK21_EOS_Acc_HZ08_Fe.dat            

  step        radius       baryon#       density        pressure       encl. mass            phi     encl. bar. mass 
                (m)        (#/fm3)       (g/cm3)        (dyn/cm2)      (sol. mass)                     (sol. mass)   

0	0.000000	5.909557E-01	1.138867E+15	2.67315E+35	0.000000000E+00	-7.07684E-01
1	10.000000	5.909554E-01	1.138867E+15	2.67315E+35	2.398525690E-09	-7.07684E-01
2	11.040660	5.909554E-01	1.138866E+15	2.67315E+35	3.227968720E-09	-7.07684E-01
3	12.201810	5.909553E-01	1.138866E+15	2.67315E+35	4.357295810E-09	-7.07684E-01
4	13.485080	5.909552E-01	1.138866E+15	2.67314E+35	5.881724120E-09	-7.07683E-01
5	14.903310	5.909550E-01	1.138866E+15	2.67314E+35	7.939480850E-09	-7.07683E-01
6	16.470690	5.909549E-01	1.138865E+15	2.67314E+35	1.071715160E-08	-7.07683E-01
7	18.202910	5.909547E-01	1.138865E+15	2.67314E+35	1.446659780E-08	-7.07683E-01
8	20.117310	5.909545E-01	1.138864E+15	2.67314E+35	1.952779280E-08	-7.07683E-01
9	22.233030	5.909542E-01	1.138863E+15	2.67313E+35	2.635964520E-08	-7.07682E-01
10	24.571260	5.909538E-01	1.138863E+15	2.67313E+35	3.558160510E-08	-7.07682E-01
11	27.155390	5.909534E-01	1.138862E+15	2.67312E+35	4.802982300E-08	-7.07682E-01
12	30.011270	5.909529E-01	1.138860E+15	2.67312E+35	6.483295230E-08	-7.07681E-01
13	33.167480	5.909522E-01	1.138859E+15	2.67311E+35	8.751446250E-08	-7.07681E-01
14	36.655600	5.909515E-01	1.138857E+15	2.67310E+35	1.181307350E-07	-7.07680E-01
15	40.510520	5.909505E-01	1.138855E+15	2.67309E+35	1.594574520E-07	-7.07679E-01
16	44.770800	5.909494E-01	1.138852E+15	2.67307E+35	2.152411520E-07	-7.07678E-01
17	49.479050	5.909479E-01	1.138848E+15	2.67305E+35	2.905387450E-07	-7.07676E-01
18	54.682350	5.909462E-01	1.138844E+15	2.67303E+35	3.921757020E-07	-7.07675E-01
19	60.432740	5.909441E-01	1.138839E+15	2.67300E+35	5.293643780E-07	-7.07673E-01
20	66.787680	5.909415E-01	1.138833E+15	2.67297E+35	7.145384070E-07	-7.07670E-01
21	73.810690	5.909384E-01	1.138825E+15	2.67293E+35	9.644785460E-07	-7.07667E-01
22	81.571930	5.909345E-01	1.138816E+15	2.67288E+35	1.301831690E-06	-7.07663E-01
23	90.148900	5.909299E-01	1.138804E+15	2.67282E+35	1.757160120E-06	-7.07658E-01
24	99.627220	5.909241E-01	1.138790E+15	2.67275E+35	2.371705660E-06	-7.07653E-01
25	110.101400	5.909171E-01	1.138773E+15	2.67266E+35	3.201117640E-06	-7.07646E-01
26	121.675900	5.909086E-01	1.138753E+15	2.67255E+35	4.320479730E-06	-7.07637E-01
27	134.466000	5.908981E-01	1.138727E+15	2.67241E+35	5.831086410E-06	-7.07627E-01
28	148.598800	5.908854E-01	1.138696E+15	2.67225E+35	7.869575690E-06	-7.07614E-01
29	164.214900	5.908698E-01	1.138658E+15	2.67205E+35	1.062023260E-05	-7.07599E-01
30	181.469000	5.908508E-01	1.138612E+15	2.67181E+35	1.433155770E-05	-7.07580E-01
31	200.532000	5.908276E-01	1.138556E+15	2.67151E+35	1.933856590E-05	-7.07557E-01
32	221.592100	5.907993E-01	1.138487E+15	2.67115E+35	2.609278020E-05	-7.07529E-01
33	244.856700	5.907647E-01	1.138403E+15	2.67071E+35	3.520254090E-05	-7.07495E-01
